,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1325,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0,Athletico-PR,mandante,4.666666666666667,9.6
1326,Calleri,89840,São Paulo,ATA,13.14,5.057142857142857,Palmeiras,mandante,2.875,8.0075
1327,Egídio,42145,Coritiba,LAT,10.799999999999999,3.366666666666667,Athletico-PR,mandante,4.666666666666667,7.7333333333333325
1328,Savarino,98672,Atlético-MG,ATA,10.450000000000001,-0.1,Flamengo,mandante,3.6666666666666665,7.058333333333334
1329,Léo Gamalho,53865,Coritiba,ATA,9.325,4.333333333333333,Athletico-PR,mandante,4.666666666666667,6.995833333333334
1330,Cano,79631,Fluminense,ATA,9.4,1.6833333333333333,Avaí,mandante,4.5,6.95
1331,Hulk,39148,Atlético-MG,ATA,9.433333333333334,5.1499999999999995,Flamengo,mandante,3.6666666666666665,6.55
1332,Yago Pikachu,80196,Fortaleza,MEI,6.659999999999999,3.675,América-MG,mandante,6.333333333333333,6.496666666666666
1333,Juninho Capixaba,94968,Fortaleza,LAT,6.425,0.58,América-MG,mandante,6.333333333333333,6.379166666666666
1334,Igor Torres,110303,Fortaleza,ATA,0.0,0.0,América-MG,mandante,6.333333333333333,6.333333333333333
1335,Matheus Alexandre,103347,Coritiba,LAT,7.7749999999999995,3.3500000000000005,Athletico-PR,mandante,4.666666666666667,6.220833333333333
1336,Wanderson,93478,Internacional,ATA,8.95,-0.09999999999999995,Botafogo,mandante,3.4166666666666665,6.183333333333333
1337,Igor Paixão,104530,Coritiba,ATA,7.6,7.266666666666667,Athletico-PR,mandante,4.666666666666667,6.133333333333333
1338,Rafael Ramos,93236,Corinthians,LAT,10.05,1.975,Goiás,mandante,2.0833333333333335,6.066666666666667
1339,Vitor Ricardo,107226,Fortaleza,LAT,5.4,0.0,América-MG,mandante,6.333333333333333,5.866666666666667
1340,Luiz Henrique,109282,Fluminense,ATA,7.1499999999999995,5.566666666666666,Avaí,mandante,4.5,5.824999999999999
1341,Nacho Fernández,94916,Atlético-MG,MEI,7.5600000000000005,4.2,Flamengo,mandante,3.6666666666666665,5.613333333333333
1342,Alan Patrick,68685,Internacional,MEI,7.366666666666666,3.7,Botafogo,mandante,3.4166666666666665,5.391666666666667
1343,Toró,101885,São Paulo,ATA,7.9,0.0,Palmeiras,mandante,2.875,5.3875
1344,José Welison,86859,Fortaleza,MEI,4.38,2.3333333333333335,América-MG,mandante,6.333333333333333,5.3566666666666665
1345,Gustavo Morínigo,88881,Coritiba,TEC,6.026666666666666,3.611666666666667,Athletico-PR,mandante,4.666666666666667,5.346666666666667
1346,Samuel Xavier,73384,Fluminense,LAT,6.133333333333334,3.8,Avaí,mandante,4.5,5.316666666666666
1347,Cris Silva,89668,Fluminense,LAT,6.066666666666666,3.1,Avaí,mandante,4.5,5.283333333333333
1348,Marcio Silva,111204,Coritiba,ZAG,5.8,0.0,Athletico-PR,mandante,4.666666666666667,5.233333333333333
1349,Rubens,110727,Atlético-MG,MEI,6.575,3.38,Flamengo,mandante,3.6666666666666665,5.120833333333334
1350,Marcelo Boeck,37788,Fortaleza,GOL,3.8333333333333335,-0.8333333333333334,América-MG,mandante,6.333333333333333,5.083333333333333
1351,Felipe,91733,Fortaleza,MEI,3.825,2.3333333333333335,América-MG,mandante,6.333333333333333,5.079166666666667
1352,Léo Baptistão ,81161,Santos,ATA,6.466666666666666,2.1,Bragantino,mandante,3.6,5.033333333333333
1353,Lucas Piton,105584,Corinthians,LAT,7.839999999999999,6.15,Goiás,mandante,2.0833333333333335,4.961666666666666
1354,Alef Manga,101254,Coritiba,ATA,5.24,1.8333333333333337,Athletico-PR,mandante,4.666666666666667,4.953333333333333
1355,André,107498,Fluminense,MEI,5.383333333333334,0.43333333333333335,Avaí,mandante,4.5,4.941666666666666
1356,D'Alessandro,62023,Internacional,MEI,6.4,0.0,Botafogo,mandante,3.4166666666666665,4.908333333333333
1357,Mariano,38877,Atlético-MG,LAT,6.1000000000000005,7.5249999999999995,Flamengo,mandante,3.6666666666666665,4.883333333333334
1358,Nino,91708,Fluminense,ZAG,5.233333333333333,4.5600000000000005,Avaí,mandante,4.5,4.866666666666667
1359,Juan Vojvoda,104754,Fortaleza,TEC,3.3533333333333335,2.84,América-MG,mandante,6.333333333333333,4.843333333333334
1360,Marcos Leonardo,109497,Santos,ATA,6.06,8.75,Bragantino,mandante,3.6,4.83
1361,Róger Guedes,89898,Corinthians,ATA,7.55,3.3833333333333333,Goiás,mandante,2.0833333333333335,4.816666666666666
1362,Nathan Silva,95794,Atlético-MG,ZAG,5.95,3.4,Flamengo,mandante,3.6666666666666665,4.808333333333334
1363,Adson,111682,Corinthians,MEI,7.525,2.825,Goiás,mandante,2.0833333333333335,4.804166666666667
1364,Cássio,42234,Corinthians,GOL,7.4,4.24,Goiás,mandante,2.0833333333333335,4.741666666666667
1365,Antonio Mohamed,71071,Atlético-MG,TEC,5.794999999999999,4.952,Flamengo,mandante,3.6666666666666665,4.730833333333333
1366,Fabrício,105171,Coritiba,ATA,4.68,4.38,Athletico-PR,mandante,4.666666666666667,4.673333333333334
1367,Nathan,113157,Coritiba,LAT,0.0,-0.9,Athletico-PR,mandante,4.666666666666667,4.666666666666667
1368,Pablo García,99236,Coritiba,MEI,0.0,0.0,Athletico-PR,mandante,4.666666666666667,4.666666666666667
1369,Matheus Vargas,87929,Fortaleza,MEI,3.0,-0.2,América-MG,mandante,6.333333333333333,4.666666666666666
1370,Guillermo de los Santos,87238,Coritiba,ZAG,4.633333333333333,1.05,Athletico-PR,mandante,4.666666666666667,4.65
1371,Willian Farias,63058,Coritiba,MEI,4.574999999999999,2.7800000000000002,Athletico-PR,mandante,4.666666666666667,4.620833333333334
1372,Luciano Castán,68942,Coritiba,ZAG,4.5600000000000005,0.19999999999999996,Athletico-PR,mandante,4.666666666666667,4.613333333333333
1373,Warley,104646,Coritiba,LAT,4.55,0.0,Athletico-PR,mandante,4.666666666666667,4.608333333333333
1374,Ceballos,115502,Fortaleza,ZAG,2.88,1.2666666666666666,América-MG,mandante,6.333333333333333,4.6066666666666665
1375,Alex Muralha,79066,Coritiba,GOL,4.54,2.3333333333333335,Athletico-PR,mandante,4.666666666666667,4.6033333333333335
1376,Patrick,83433,São Paulo,MEI,6.266666666666666,2.88,Palmeiras,mandante,2.875,4.570833333333333
1377,Fernando Diniz,72391,Fluminense,TEC,4.4275,3.2875000000000005,Avaí,mandante,4.5,4.46375
1378,Ângelo,110415,Santos,ATA,5.3,0.6,Bragantino,mandante,3.6,4.45
1379,Hayner,91856,Atlético-GO,LAT,5.375,2.3,Juventude,mandante,3.5,4.4375
1380,Miranda,38141,São Paulo,ZAG,6.0,3.45,Palmeiras,mandante,2.875,4.4375
1381,Gabriel,78605,Internacional,MEI,5.3999999999999995,3.457142857142857,Botafogo,mandante,3.4166666666666665,4.408333333333333
1382,Maicon,71227,Santos,ZAG,5.18,3.04,Bragantino,mandante,3.6,4.39
1383,Fabián Bustos,107645,Santos,TEC,5.151666666666667,3.6119999999999997,Bragantino,mandante,3.6,4.3758333333333335
1384,Valdívia,85423,Cuiabá,MEI,4.75,1.94,Ceará,mandante,4.0,4.375
1385,Nikão,69705,São Paulo,MEI,5.85,0.6,Palmeiras,mandante,2.875,4.3625
1386,Marcelo Benevenuto,95638,Fortaleza,ZAG,2.34,2.0,América-MG,mandante,6.333333333333333,4.336666666666666
1387,Guga,101319,Atlético-MG,LAT,5.0,4.2,Flamengo,mandante,3.6666666666666665,4.333333333333333
1388,Hércules,116447,Fortaleza,MEI,2.32,5.550000000000001,América-MG,mandante,6.333333333333333,4.326666666666666
1389,Calegari,104276,Fluminense,LAT,4.15,4.3,Avaí,mandante,4.5,4.325
1390,Abel Braga,40006,Fluminense,TEC,4.135,4.9,Avaí,mandante,4.5,4.3175
1391,Rogério Ceni,97341,São Paulo,TEC,5.71,3.0799999999999996,Palmeiras,mandante,2.875,4.2925
1392,Marlon Freitas,93790,Atlético-GO,MEI,5.083333333333333,2.1166666666666667,Juventude,mandante,3.5,4.291666666666666
1393,Henrique,50856,Coritiba,ZAG,3.8599999999999994,0.18000000000000002,Athletico-PR,mandante,4.666666666666667,4.263333333333334
1394,Titi,50353,Fortaleza,ZAG,2.1399999999999997,1.775,América-MG,mandante,6.333333333333333,4.236666666666666
1395,Lucas Pires,114374,Santos,LAT,4.8,2.12,Bragantino,mandante,3.6,4.2
1396,João Paulo,85425,Santos,GOL,4.783333333333333,3.1,Bragantino,mandante,3.6,4.191666666666666
1397,Mano Menezes,37281,Internacional,TEC,4.9,4.615,Botafogo,mandante,3.4166666666666665,4.158333333333333
1398,Pepê,101573,Cuiabá,MEI,4.3,2.34,Ceará,mandante,4.0,4.15
1399,Luciano,80287,São Paulo,ATA,5.38,4.1,Palmeiras,mandante,2.875,4.1274999999999995
1400,Edenílson,63289,Internacional,MEI,4.833333333333333,3.4857142857142853,Botafogo,mandante,3.4166666666666665,4.125
1401,Wellington Rato,82766,Atlético-GO,MEI,4.75,3.783333333333333,Juventude,mandante,3.5,4.125
1402,Walter,51413,Cuiabá,GOL,4.24,5.24,Ceará,mandante,4.0,4.12
1403,Zaracho,100079,Atlético-MG,MEI,4.566666666666667,7.1000000000000005,Flamengo,mandante,3.6666666666666665,4.116666666666667
1404,Vinícius Zanocelo,104521,Santos,MEI,4.616666666666666,2.7399999999999998,Bragantino,mandante,3.6,4.108333333333333
1405,Moisés,104666,Fortaleza,ATA,1.8666666666666665,5.52,América-MG,mandante,6.333333333333333,4.1
1406,Landázuri,94787,Fortaleza,LAT,1.85,0.9666666666666667,América-MG,mandante,6.333333333333333,4.091666666666667
1407,Junior Alonso,88312,Atlético-MG,ZAG,4.500000000000001,3.8599999999999994,Flamengo,mandante,3.6666666666666665,4.083333333333334
1408,Robson,84817,Fortaleza,ATA,1.816666666666667,6.449999999999999,América-MG,mandante,6.333333333333333,4.075
1409,Igor Cariús,91639,Cuiabá,LAT,0.0,2.6,Ceará,mandante,4.0,4.0
1410,Arias,99815,Fluminense,MEI,3.5,-0.2,Avaí,mandante,4.5,4.0
1411,Vítor Pereira,77713,Corinthians,TEC,5.8180000000000005,5.506666666666667,Goiás,mandante,2.0833333333333335,3.9506666666666668
1412,Diego,101728,São Paulo,ZAG,5.0,0.7857142857142857,Palmeiras,mandante,2.875,3.9375
1413,Dudu,97133,Atlético-GO,LAT,4.35,0.2,Juventude,mandante,3.5,3.925
1414,Jorginho,70323,Atlético-GO,TEC,4.346666666666667,4.326666666666666,Juventude,mandante,3.5,3.9233333333333333
1415,Rafinha,38144,São Paulo,LAT,4.9399999999999995,1.6500000000000001,Palmeiras,mandante,2.875,3.9074999999999998
1416,Renato Kayzer,92696,Fortaleza,ATA,1.475,0.8,América-MG,mandante,6.333333333333333,3.904166666666667
1417,Baralhas,99440,Atlético-GO,MEI,4.279999999999999,2.783333333333333,Juventude,mandante,3.5,3.8899999999999997
1418,Silvio Romero,79188,Fortaleza,ATA,1.4333333333333336,-0.27999999999999997,América-MG,mandante,6.333333333333333,3.8833333333333333
1419,Diego,115678,Coritiba,LAT,3.0500000000000003,2.6,Athletico-PR,mandante,4.666666666666667,3.8583333333333334
1420,António Oliveira,111578,Cuiabá,TEC,3.67,2.19,Ceará,mandante,4.0,3.835
1421,Rafael William,113061,Coritiba,GOL,3.0,0.0,Athletico-PR,mandante,4.666666666666667,3.8333333333333335
1422,Max Walef,84338,Fortaleza,GOL,1.3333333333333333,1.5,América-MG,mandante,6.333333333333333,3.833333333333333
1423,Ademir,101314,Atlético-MG,ATA,3.9499999999999997,3.84,Flamengo,mandante,3.6666666666666665,3.808333333333333
1424,Val,98306,Coritiba,MEI,2.9,1.85,Athletico-PR,mandante,4.666666666666667,3.783333333333333
1425,Keno,86485,Atlético-MG,ATA,3.9,-0.19999999999999996,Flamengo,mandante,3.6666666666666665,3.783333333333333
1426,Rodrigo Nestor,106822,São Paulo,MEI,4.666666666666667,2.6,Palmeiras,mandante,2.875,3.7708333333333335
1427,Godín,69299,Atlético-MG,ZAG,3.8,0.0,Flamengo,mandante,3.6666666666666665,3.7333333333333334
1428,Eduardo Sasha,70360,Atlético-MG,ATA,3.78,3.84,Flamengo,mandante,3.6666666666666665,3.723333333333333
1429,Airton,106107,Atlético-GO,ATA,3.9200000000000004,1.8800000000000001,Juventude,mandante,3.5,3.71
1430,Cauan de Almeida,107870,Internacional,TEC,3.97,0.0,Botafogo,mandante,3.4166666666666665,3.6933333333333334
1431,Madson,78077,Santos,LAT,3.7833333333333328,0.9249999999999999,Bragantino,mandante,3.6,3.6916666666666664
1432,Guilherme Castilho,101798,Atlético-MG,MEI,0.0,-1.5,Flamengo,mandante,3.6666666666666665,3.6666666666666665
1433,Calebe,109461,Atlético-MG,MEI,0.0,1.2,Flamengo,mandante,3.6666666666666665,3.6666666666666665
1434,Arboleda,91573,São Paulo,ZAG,4.433333333333333,1.875,Palmeiras,mandante,2.875,3.6541666666666663
1435,Boschilia,86841,Internacional,MEI,3.8,1.55,Botafogo,mandante,3.4166666666666665,3.6083333333333334
1436,Marquinhos,102292,Cuiabá,ATA,3.2,4.6,Ceará,mandante,4.0,3.6
1437,Guilherme Arana,87228,Atlético-MG,LAT,3.5250000000000004,5.533333333333334,Flamengo,mandante,3.6666666666666665,3.595833333333333
1438,Manoel,69014,Fluminense,ZAG,2.64,3.3666666666666667,Avaí,mandante,4.5,3.5700000000000003
1439,Eduardo Bauermann,86970,Santos,ZAG,3.533333333333333,4.366666666666667,Bragantino,mandante,3.6,3.5666666666666664
