,clube,xG_mean,xG_total
0,Atlético-MG,1.7040681938086446,17.040681938086447
1,Palmeiras,1.7766230211796363,15.98960719061673
2,Atlético-GO,1.3713319794439023,13.713319794439025
3,São Paulo,1.369393179073264,13.693931790732641
4,Coritiba,1.3283297123330506,13.283297123330506
5,Santos,1.3088214519256012,13.088214519256008
6,Flamengo,1.432859157721746,12.895732419495715
7,Fortaleza,1.2848688900142715,12.848688900142713
8,Ceará,1.2424733284187675,12.424733284187678
9,Internacional,1.2148363799559958,12.148363799559958
10,América-MG,1.1712157413108195,11.712157413108198
11,Avaí,1.168887290248764,11.688872902487635
12,Juventude,1.0880735170463587,10.880735170463586
13,Botafogo,1.074518042655529,10.745180426555287
14,Athletico-PR,1.0519089028147302,10.519089028147302
15,Bragantino,1.038038155724062,10.380381557240618
16,Goiás,1.0269162418016358,10.269162418016354
17,Fluminense,1.0032209702463946,10.032209702463945
18,Corinthians,0.9222035078254514,9.222035078254512
19,Cuiabá,0.8319864955688322,8.31986495568832
