,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,18.0,Ceará,Avaí,60.115726110841784,23.560214642536693,18.085663841281175,35.52876470870934,14.220187567327022
1,18.0,Bragantino,Fortaleza,51.05533014794938,26.188170657741264,24.629379750117952,34.88514589609353,19.03256524210294
2,18.0,Goiás,Fluminense,32.76057506356742,29.80704387090496,39.29423362921096,27.882758268395172,27.928758651511604
3,18.0,Athletico-PR,Atlético-GO,50.92925836228202,27.04894413781152,23.812546007418593,36.24099416087407,19.43630907041566
4,18.0,Flamengo,Juventude,65.28265023412003,20.616079026260653,15.89823993004085,40.74527609769757,13.07848891652927
5,18.0,Internacional,São Paulo,43.954437846330485,28.194925629319858,29.519968190230674,29.414413219255124,22.09978937574427
6,18.0,Corinthians,Coritiba,51.57740733240257,27.412138395369624,22.802238430600127,34.57488322523419,21.125002039116985
7,18.0,Santos,Botafogo,51.892492944199375,26.908805822638914,22.88435278936683,38.79078698327418,20.344780808317264
8,18.0,Cuiabá,Atlético-MG,26.934011463961237,30.66363132996011,44.22361040560321,29.154447513447398,36.98620776373556
9,18.0,América-MG,Palmeiras,22.12239694750127,25.9232399455544,53.767467128220346,18.53085515748109,42.523064786371975
