,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,89.62,1,105.09166666666665,1,46.818333333333335,10
1,Palmeiras,73.835,2,70.63499999999998,5,64.05333333333333,1
2,Fortaleza,71.255,3,72.255,4,56.29,3
3,Internacional,65.69166666666668,4,75.455,3,51.6,4
4,Santos,62.97666666666667,5,65.04666666666667,7,42.76333333333333,13
5,América-MG,62.218333333333334,6,56.673333333333346,12,47.85499999999999,8
6,Goiás,59.199999999999996,7,55.565000000000005,13,49.018333333333324,7
7,Fluminense,54.74666666666666,8,83.07166666666666,2,44.38166666666666,12
8,Atlético-MG,52.30833333333333,9,58.654999999999994,11,60.36333333333334,2
9,Botafogo,52.21666666666667,10,50.343333333333334,15,47.22,9
10,Athletico-PR,51.873333333333335,11,59.326666666666675,9,51.07333333333333,5
11,São Paulo,49.288333333333334,12,53.526666666666664,14,41.12666666666667,14
12,Corinthians,44.818333333333335,13,64.76333333333334,8,32.27333333333333,18
13,Bragantino,42.436666666666675,14,67.12833333333334,6,51.035000000000004,6
14,Ceará,42.086666666666666,15,40.031666666666666,19,44.783333333333324,11
15,Cuiabá,40.96333333333333,16,58.72666666666667,10,29.253333333333334,19
16,Atlético-GO,40.48999999999999,17,42.98,18,35.20166666666667,16
17,Coritiba,39.76833333333334,18,46.86000000000001,17,40.85166666666667,15
18,Avaí,38.34666666666667,19,39.836666666666666,20,32.42000000000001,17
19,Juventude,34.07333333333333,20,49.145,16,28.709999999999994,20
