,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,2.0,0.6363636363636364,1.5555555555555556,0.5555555555555556,1.7777777777777777,0.595959595959596,1.3636363636363638,1.0,1.1818181818181817
1,Flamengo,2.2222222222222223,0.5555555555555556,1.0909090909090908,1.1818181818181819,1.6565656565656566,0.8686868686868687,1.6666666666666667,-0.09090909090909105,0.7878787878787878
2,Fluminense,2.0,1.0,1.2,1.0,1.6,1.0,1.0,0.19999999999999996,0.6000000000000001
3,Internacional,2.0,1.1,1.0909090909090908,1.0909090909090908,1.5454545454545454,1.0954545454545455,0.8999999999999999,0.0,0.44999999999999996
4,Santos,1.5454545454545454,0.9090909090909091,0.9,0.8,1.2227272727272727,0.8545454545454545,0.6363636363636364,0.09999999999999998,0.36818181818181817
5,Bragantino,1.6363636363636365,0.9090909090909091,1.3,1.5,1.4681818181818183,1.2045454545454546,0.7272727272727274,-0.19999999999999996,0.26363636363636367
6,Athletico-PR,1.5,0.8,1.0909090909090908,1.2727272727272727,1.2954545454545454,1.0363636363636364,0.7,-0.18181818181818188,0.25909090909090904
7,Corinthians,1.2,0.3,1.0909090909090908,1.8181818181818181,1.1454545454545455,1.059090909090909,0.8999999999999999,-0.7272727272727273,0.08636363636363642
8,Atlético-MG,1.5454545454545454,1.1818181818181819,1.1,1.3,1.3227272727272728,1.240909090909091,0.36363636363636354,-0.19999999999999996,0.08181818181818179
9,São Paulo,1.7,1.4,1.0,1.2727272727272727,1.35,1.3363636363636364,0.30000000000000004,-0.2727272727272727,0.013636363636363669
10,Ceará,1.1,1.2,0.9090909090909091,0.9090909090909091,1.0045454545454546,1.0545454545454545,-0.09999999999999987,0.0,-0.04999999999999982
11,Fortaleza,0.6363636363636364,0.5454545454545454,1.2,1.6,0.9181818181818182,1.0727272727272728,0.09090909090909094,-0.40000000000000013,-0.15454545454545454
12,América-MG,1.2,1.0,0.45454545454545453,1.1818181818181819,0.8272727272727273,1.0909090909090908,0.19999999999999996,-0.7272727272727273,-0.26363636363636356
13,Goiás,1.3,1.1,0.8181818181818182,1.5454545454545454,1.059090909090909,1.3227272727272728,0.19999999999999996,-0.7272727272727272,-0.26363636363636367
14,Botafogo,1.0,1.1,0.8181818181818182,1.3636363636363635,0.9090909090909092,1.231818181818182,-0.10000000000000009,-0.5454545454545453,-0.32272727272727275
15,Cuiabá,0.7,0.7,0.6363636363636364,1.3636363636363635,0.6681818181818182,1.0318181818181817,0.0,-0.7272727272727272,-0.36363636363636354
16,Coritiba,1.3636363636363635,1.0,0.8,2.1,1.0818181818181818,1.55,0.36363636363636354,-1.3,-0.46818181818181825
17,Atlético-GO,1.0909090909090908,0.9090909090909091,0.8,2.1,0.9454545454545454,1.5045454545454546,0.18181818181818177,-1.3,-0.5590909090909092
18,Avaí,1.5454545454545454,1.3636363636363635,0.5,1.9,1.0227272727272727,1.6318181818181818,0.18181818181818188,-1.4,-0.6090909090909091
19,Juventude,0.5454545454545454,1.2727272727272727,0.8,1.9,0.6727272727272727,1.5863636363636364,-0.7272727272727273,-1.0999999999999999,-0.9136363636363637
