,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,6.710000000000001,7.91
1,Abner Vinícius,104513,Athletico-PR,LAT,6.6000000000000005,4.35
2,Ademir,101314,Atlético-MG,ATA,3.425,2.0999999999999996
3,Aderlan,88423,Bragantino,LAT,3.7,1.4
4,Adrián Martínez,104778,Coritiba,ATA,-0.050000000000000044,3.266666666666667
5,Adson,111682,Corinthians,MEI,9.233333333333333,0.0
6,Airton,106107,Atlético-GO,ATA,4.75,2.2333333333333334
7,Alan Empereur,88033,Cuiabá,ZAG,-0.25,2.55
8,Alan Patrick,68685,Internacional,MEI,7.366666666666666,2.7
9,Alef Manga,101254,Coritiba,ATA,4.433333333333333,1.7000000000000002
10,Alemão,98219,Internacional,ATA,1.65,1.7999999999999998
11,Alerrandro,101715,Bragantino,ATA,0.1,2.4
12,Alesson,97321,Cuiabá,ATA,0.4,9.65
13,Alex Muralha,79066,Coritiba,GOL,5.566666666666666,3.3333333333333335
14,Alexandre Jesus,107044,Fluminense,ATA,0.1,0.0
15,Alisson,81845,São Paulo,MEI,1.7,4.433333333333334
16,Allan,96652,Atlético-MG,MEI,3.066666666666667,0.35
17,Aloísio,73850,América-MG,ATA,2.966666666666667,2.9749999999999996
18,Alê,86388,América-MG,MEI,3.233333333333333,8.05
19,Andreas Pereira,89274,Flamengo,MEI,0.8666666666666666,6.45
20,Andrey,93787,Coritiba,MEI,16.3,6.1
21,André,68690,Cuiabá,ATA,5.6499999999999995,10.5
22,André,107498,Fluminense,MEI,5.550000000000001,2.2
23,André Anderson,106803,São Paulo,MEI,0.5,5.0
24,André Luís,92146,Cuiabá,ATA,1.3333333333333333,-0.7
25,Andrés,110517,São Paulo,MEI,3.1,0.0
26,Andrés Hurtado,110715,Bragantino,LAT,-0.35,4.8
27,Antonio Mohamed,71071,Atlético-MG,TEC,5.380000000000001,4.97
28,António Oliveira,111578,Cuiabá,TEC,3.67,0.0
29,Apodi,51042,Goiás,MEI,3.8,1.9000000000000001
30,Arboleda,91573,São Paulo,ZAG,5.6499999999999995,1.55
31,Arias,99815,Fluminense,MEI,4.05,0.0
32,Arrascaeta,87863,Flamengo,MEI,5.75,9.85
33,Arthur Chaves,111412,Avaí,ZAG,0.5666666666666668,4.433333333333334
34,Arthur Henrique,86629,Atlético-GO,LAT,1.1,1.1
35,Artur,95799,Bragantino,ATA,3.0,6.066666666666666
36,Atuesta ,96754,Palmeiras,MEI,0.45000000000000007,0.15
37,Auremir,77570,Goiás,MEI,-0.39999999999999997,-0.55
38,Ayrton Lucas,88393,Flamengo,LAT,5.900000000000001,1.8499999999999999
39,Baralhas,99440,Atlético-GO,MEI,5.0,1.5666666666666667
40,Bento,105208,Athletico-PR,GOL,4.666666666666667,6.3999999999999995
41,Bernardo,112368,Coritiba,MEI,1.6333333333333335,0.9
42,Bissoli,100762,Avaí,ATA,6.733333333333333,3.366666666666666
43,Breno Lopes,93988,Palmeiras,ATA,0.16666666666666666,1.0
44,Bressan,72491,Avaí,ZAG,1.05,1.7
45,Bruninho,101716,Juventude,MEI,1.1,0.65
46,Bruno Cortez,72079,Avaí,LAT,2.6333333333333333,1.9333333333333333
47,Bruno Henrique,90285,Flamengo,ATA,4.933333333333333,5.3
48,Bruno Méndez,103700,Internacional,ZAG,2.4,2.566666666666667
49,Bruno Oliveira,103996,Santos,MEI,3.0999999999999996,5.7
50,Bruno Pacheco,90061,Ceará,LAT,7.8,1.675
51,Bruno Silva,68698,Avaí,MEI,2.3666666666666667,2.9666666666666672
52,Bruno Tubarão,93637,Bragantino,ATA,0.85,1.6
53,Bryan Angulo,89435,Santos,ATA,5.2,1.6
54,Bryan García,110013,Athletico-PR,MEI,0.4,0.0
55,Busanello,97537,Juventude,LAT,-1.1,7.6
56,Bustos,96678,Internacional,LAT,2.6666666666666665,3.05
57,Caetano,103575,Goiás,ZAG,3.3666666666666667,3.2249999999999996
58,Caio,101601,Goiás,MEI,2.1333333333333333,3.3
