,clube,xGA_geral
0,Atlético-MG,0.9476076502276962
1,Flamengo,0.9603814791988667
2,Fortaleza,1.0136919153142672
3,Palmeiras,1.108072797831602
4,Corinthians,1.1118657131280894
5,América-MG,1.1412357045288024
6,Internacional,1.1605968598782002
7,São Paulo,1.1998705105131955
8,Fluminense,1.207406461471221
9,Coritiba,1.2496355990189707
10,Avaí,1.29055727575233
11,Bragantino,1.2947814814202085
12,Athletico-PR,1.3504037365477553
13,Ceará,1.3509521452638533
14,Juventude,1.376894578812264
15,Atlético-GO,1.3785267094083884
16,Botafogo,1.379250667961229
17,Santos,1.3988233492624689
18,Cuiabá,1.4344281318754528
19,Goiás,1.7245132441824618
