,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Fluminense,75.81666666666666,1,72.87166666666667,3,51.416666666666664,6
1,Bragantino,69.58166666666666,2,64.12833333333334,6,51.37833333333333,7
2,Flamengo,67.36333333333333,3,86.03666666666668,1,29.778333333333336,18
3,Athletico-PR,65.27166666666666,4,60.50833333333333,7,62.89166666666666,2
4,Atlético-MG,64.47333333333334,5,68.38333333333334,5,59.39833333333333,3
5,Palmeiras,61.85333333333333,6,77.70333333333332,2,71.16333333333333,1
6,Internacional,61.145,7,57.72666666666667,8,52.32833333333334,5
7,Corinthians,55.418333333333344,8,70.835,4,49.995,8
8,Santos,53.88499999999999,9,54.19333333333333,10,36.255,15
9,Fortaleza,51.434999999999995,10,51.089999999999996,12,44.416666666666664,9
10,São Paulo,51.18166666666667,11,54.56333333333333,9,43.12833333333334,10
11,Goiás,49.69166666666666,12,46.92666666666667,15,38.910000000000004,14
12,Cuiabá,47.79833333333334,13,49.925000000000004,13,28.381666666666664,19
13,Ceará,46.51,14,42.71166666666667,20,55.15833333333333,4
14,Coritiba,45.79833333333334,15,52.508333333333326,11,38.998333333333335,13
15,Botafogo,40.27333333333333,16,44.291666666666664,17,39.62,12
16,Avaí,39.620000000000005,17,44.02,18,30.691666666666663,17
17,Atlético-GO,39.38166666666667,18,49.544999999999995,14,41.873333333333335,11
18,Juventude,38.01833333333333,19,42.89000000000001,19,36.111666666666665,16
19,América-MG,33.418333333333344,20,44.528333333333336,16,27.254999999999995,20
