,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'A': 2, 'CA': 3, 'DS': 17, 'FC': 13, 'FF': 1, 'FS': 10, 'PI': 56, 'SG': 2}",38144,11,276,2,7,6.2,9.45,0.68,3.36,10,,rafinha,Rafinha,Rafinha,Márcio Rafael Ferreira de Souza,https://s.glbimg.com/es/sde/f/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png,Provável
1,"{'A': 3, 'DS': 10, 'FC': 8, 'FD': 4, 'FF': 6, 'FS': 15, 'FT': 1, 'G': 1, 'I': 1, 'PI': 48, 'PP': 1}",94509,11,275,4,5,0.0,15.94,0.0,6.25,7,,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,Contundido
2,{},110506,11,275,6,7,7.71,13.19,0.04,6.86,10,,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Provável
3,"{'A': 1, 'CA': 4, 'DS': 7, 'FC': 10, 'FD': 1, 'FF': 5, 'FS': 5, 'PC': 1, 'PI': 42, 'SG': 3}",87228,11,282,2,7,0.8,11.29,-1.87,3.98,6,,guilherme-arana,Guilherme Arana,G. Arana,Guilherme Antonio Arana Lopes,https://s.glbimg.com/es/sde/f/2021/05/02/282a160d63e94aaad12311a7c3bbf3f0_FORMATO.png,Provável
4,{},71071,11,282,6,7,4.14,12.32,-0.1,5.48,10,,antonio-mohamed,Antonio Mohamed,A. Mohamed,Ricardo Antonio Mohamed Matijevich,https://s.glbimg.com/es/sde/f/2022/03/08/9f29bd3b01ad7f8b22ead88e86930382_FORMATO.png,Provável
5,"{'A': 1, 'CA': 3, 'DS': 4, 'FC': 9, 'FD': 3, 'FF': 13, 'FS': 17, 'FT': 2, 'G': 6, 'I': 10, 'PI': 51}",39148,11,282,5,7,4.2,20.38,-1.04,8.28,9,,hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.glbimg.com/es/sde/f/2021/04/23/d9ed7fa34aa12e4ce8768c9c2a2b4560_FORMATO.png,Provável
6,"{'DE': 9, 'FS': 1, 'GS': 5}",88916,11,373,1,6,0.0,5.03,0.0,2.25,2,,luan-polli,Luan Polli,L. Polli,Luan Polli Gomes,https://s.glbimg.com/es/sde/f/2022/03/03/2e38d3f9f2daa6056eed8d12909a007a_FORMATO.png,Nulo
7,"{'CA': 2, 'DE': 39, 'DS': 1, 'FS': 2, 'GS': 10, 'SG': 3}",85425,11,277,1,6,0.0,13.07,-1.01,4.02,11,,joao-paulo,João Paulo,J. Paulo,João Paulo Silva Martins,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,Nulo
8,"{'DE': 30, 'FS': 1, 'GS': 14, 'SG': 1}",74061,11,263,1,7,0.0,5.68,0.13,2.38,9,,gatito-fernandez,Gatito Fernández,G. Fernández,Roberto Junior Fernández Torres,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,Provável
9,"{'CA': 3, 'DS': 3, 'FC': 5, 'FD': 3, 'FF': 7, 'FS': 8, 'G': 2, 'I': 7, 'PI': 41}",83257,11,262,5,7,0.7,9.43,0.11,2.61,9,,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.glbimg.com/es/sde/f/2022/04/25/8ce4db9e01696fbbc278bb084f675352_FORMATO.png,Provável
10,"{'CA': 1, 'CV': 1, 'DS': 4, 'FC': 9, 'FF': 1, 'G': 3, 'PI': 15, 'SG': 1}",89226,11,327,3,5,0.0,7.66,0.0,4.4,6,,iago-maidana,Iago Maidana,I. Maidana,Iago Justen Maidana Martins,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,Contundido
11,"{'A': 1, 'CA': 1, 'DS': 5, 'FC': 4, 'FD': 1, 'FS': 1, 'I': 2, 'PI': 13}",42116,11,266,5,7,1.2,3.7,0.15,0.89,10,,willian,Willian,Willian,Willian Gomes de Siqueira,https://s.glbimg.com/es/sde/f/2022/04/20/49ddf4ceba0c02ddb6fc62fb80ffa3dd_FORMATO.png,Provável
12,{},69012,11,262,1,6,0.0,11.0,0.0,0.0,0,,santos,Santos,Santos,Aderbar Melo dos Santos Neto,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,Nulo
13,"{'CA': 3, 'DS': 6, 'FC': 3, 'FD': 1, 'FF': 4, 'FS': 4, 'G': 3, 'I': 2, 'PI': 27, 'SG': 3}",71684,11,275,3,7,0.0,16.64,0.0,7.63,6,,gustavo-gomez,Gustavo Gómez,G. Gómez,Gustavo Raúl Gómez Portillo,https://s.glbimg.com/es/sde/f/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png,Provável
14,"{'DS': 10, 'FC': 7, 'FD': 2, 'FF': 3, 'FS': 3, 'FT': 1, 'PI': 25}",91573,11,276,3,2,0.0,6.24,0.0,2.78,6,,arboleda,Arboleda,Arboleda,Robert Abel Arboleda Escobar,https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,Dúvida
15,"{'A': 1, 'CA': 1, 'DS': 17, 'FC': 2, 'FD': 2, 'FF': 1, 'FS': 7, 'PI': 41, 'SG': 4}",102130,11,275,2,7,8.2,8.49,-0.12,7.73,6,,piquerez,Piquerez,Piquerez,Joaquín Piquerez Moreira,https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,Provável
16,"{'CA': 2, 'DE': 39, 'FS': 6, 'GS': 10, 'PC': 1, 'SG': 3}",93882,11,280,1,7,4.0,10.02,-0.57,4.4,10,,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,Provável
17,"{'DE': 36, 'DS': 1, 'GS': 5, 'SG': 5}",42234,11,264,1,7,7.0,12.25,-0.21,6.36,9,,cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png,Provável
18,"{'CA': 5, 'DS': 9, 'FC': 14, 'FD': 1, 'FF': 2, 'FS': 2, 'PI': 10, 'SG': 4}",95794,11,282,3,7,0.0,8.41,0.0,4.07,6,,nathan-silva,Nathan Silva,N. Silva,Nathanael Ananias da Silva,https://s.glbimg.com/es/sde/f/2021/07/09/f485b236f55b942d9ffa6588b0d47e8f_FORMATO.png,Provável
19,"{'DS': 11, 'FC': 8, 'FD': 3, 'FF': 2, 'FS': 10, 'G': 1, 'I': 1, 'PI': 59}",38398,11,264,4,7,3.2,6.78,0.22,2.56,9,,renato-augusto,Renato Augusto,R. Augusto,Renato Soares de Oliveira Augusto,https://s.glbimg.com/es/sde/f/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png,Provável
20,"{'CA': 2, 'DS': 12, 'FC': 7, 'FD': 1, 'FF': 4, 'FS': 6, 'PI': 32, 'SG': 1}",98484,11,263,3,7,2.6,3.65,-0.03,1.94,10,,kanu,Kanu,Kanu,Victor Hugo Soares dos Santos,https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png,Provável
21,"{'CA': 1, 'DE': 36, 'FS': 2, 'GS': 10, 'SG': 3}",96468,11,285,1,7,1.0,7.54,-0.31,3.72,11,,daniel,Daniel,Daniel,Daniel de Sousa Brito,https://s.glbimg.com/es/sde/f/2022/04/02/9ce578918b5a7d98112629368b0a657d_FORMATO.png,Provável
22,"{'CA': 1, 'DS': 10, 'FC': 4, 'FD': 1, 'FF': 2, 'FS': 13, 'PI': 19, 'SG': 3}",91708,11,266,3,2,0.0,13.3,0.0,4.6,7,,nino,Nino,Nino,Marcílio Florêncio Mota Filho,https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png,Dúvida
23,"{'DS': 6, 'FC': 9, 'FS': 4, 'I': 1, 'PI': 14, 'SG': 3}",80692,11,275,3,6,6.5,7.78,0.33,6.67,3,,luan,Luan,Luan,Luan Garcia Teixeira,https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png,Nulo
24,"{'CA': 1, 'DE': 38, 'GS': 14, 'SG': 3}",37656,11,266,1,7,4.0,10.07,0.71,3.45,11,,fabio,Fábio,Fábio,Fábio Deivson Lopes Maciel,https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png,Provável
25,"{'A': 1, 'CA': 3, 'DS': 13, 'FC': 8, 'FD': 2, 'FF': 7, 'FS': 8, 'FT': 2, 'PI': 41}",63289,11,285,4,7,0.0,10.18,0.0,3.23,9,,edenilson,Edenílson,Edenílson,Edenílson Andrade dos Santos,https://s.glbimg.com/es/sde/f/2022/04/02/97f5d4131e53423d654abddad3cbc9ee_FORMATO.png,Provável
26,"{'A': 1, 'CA': 2, 'DS': 10, 'FC': 12, 'FD': 3, 'FF': 9, 'FS': 6, 'G': 2, 'I': 1, 'PI': 78}",89274,11,262,4,2,8.5,7.19,1.02,3.33,10,,andreas-pereira,Andreas Pereira,A. Pereira,Andreas Hugo Hoelgebaum Pereira,https://s.glbimg.com/es/sde/f/2022/04/25/f1b80901d66489365ffcdbed4c29a086_FORMATO.png,Dúvida
27,"{'A': 3, 'DS': 22, 'FC': 4, 'FD': 4, 'FF': 6, 'FS': 22, 'FT': 1, 'G': 1, 'I': 2, 'PI': 81}",87863,11,262,4,7,0.0,19.33,0.0,9.07,7,,arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://s.glbimg.com/es/sde/f/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,Provável
28,{},72372,11,286,1,6,0.0,7.0,0.0,0.0,0,,felipe-alves,Felipe Alves,F. Alves,Felipe Alves Raymundo,https://s.glbimg.com/es/sde/f/2022/03/03/4d0134ca36fbe16f9ac38c3ba359e6ac_FORMATO.png,Nulo
29,"{'DS': 10, 'FC': 3, 'FF': 1, 'FS': 3, 'G': 1, 'PI': 32, 'SG': 3}",97867,11,280,3,7,2.6,11.25,-0.7,6.64,5,,leo-ortiz,Léo Ortiz,L. Ortiz,Leonardo Rech Ortiz,https://s.glbimg.com/es/sde/f/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,Provável
