,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,77.835,1,80.28833333333334,2,70.16333333333331,1
1,Flamengo,77.81833333333334,2,89.74666666666667,1,45.655,8
2,Bragantino,73.52499999999999,3,74.0,4,55.10666666666666,4
3,Internacional,63.36333333333334,4,68.03666666666666,6,45.400000000000006,9
4,Fortaleza,62.94499999999999,5,67.69166666666666,7,48.25333333333334,6
5,Goiás,58.43666666666667,6,52.23666666666667,11,42.52833333333333,12
6,Atlético-MG,57.945000000000014,7,61.07333333333332,8,55.926666666666655,3
7,Santos,57.796666666666674,8,60.665,9,45.199999999999996,10
8,Corinthians,57.76499999999999,9,78.39999999999999,3,41.910000000000004,13
9,Fluminense,57.708333333333336,10,73.63499999999999,5,43.49,11
10,Athletico-PR,55.254999999999995,11,59.6,10,56.32833333333334,2
11,América-MG,50.401666666666664,12,46.02,17,46.565,7
12,São Paulo,46.74333333333334,13,50.27166666666667,12,40.218333333333334,15
13,Coritiba,43.998333333333335,14,44.708333333333336,19,37.798333333333325,16
14,Cuiabá,42.18,15,49.19833333333333,13,26.10833333333333,20
15,Avaí,40.20166666666667,16,46.14666666666667,16,31.98333333333333,18
16,Juventude,38.99833333333333,17,47.945,14,30.78333333333333,19
17,Ceará,38.80166666666667,18,42.00166666666667,20,51.17666666666667,5
18,Botafogo,38.071666666666665,19,47.52666666666667,15,41.093333333333334,14
19,Atlético-GO,32.49,20,45.36166666666667,18,36.12833333333334,17
