,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,74.32666666666667,1,90.18166666666666,1,54.09,3
1,Fluminense,72.05499999999999,2,67.38,4,53.43666666666667,4
2,Botafogo,61.78333333333333,3,56.346666666666664,11,66.58166666666666,1
3,Fortaleza,57.473333333333336,4,69.27333333333334,3,44.526666666666664,8
4,Internacional,55.910000000000004,5,71.32833333333333,2,49.41833333333333,6
5,Atlético-MG,55.01833333333334,6,60.34666666666667,6,48.635,7
6,Corinthians,52.275,7,59.275,9,44.51,9
7,América-MG,51.708333333333336,8,62.835,5,51.83666666666667,5
8,Coritiba,48.25333333333333,9,58.783333333333324,10,38.76,12
9,Flamengo,46.673333333333325,10,60.01999999999999,7,39.236666666666665,10
10,Santos,45.58166666666667,11,43.835,16,38.813333333333325,11
11,Goiás,44.21666666666667,12,42.01833333333333,17,35.29,14
12,Cuiabá,42.6,13,44.80000000000001,13,37.65333333333333,13
13,Atlético-GO,41.23499999999999,14,44.78,14,31.998333333333335,16
14,Athletico-PR,40.708333333333336,15,59.69166666666667,8,27.981666666666666,19
15,São Paulo,40.65333333333333,16,45.41666666666666,12,55.83500000000001,2
16,Avaí,40.538333333333334,17,44.40166666666667,15,31.665000000000003,17
17,Juventude,32.38166666666667,18,38.544999999999995,19,25.325000000000003,20
18,Bragantino,31.77333333333333,19,40.419999999999995,18,33.59,15
19,Ceará,31.291666666666668,20,37.4,20,28.836666666666662,18
