,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,América-MG,1.3983026704519217,1.1245962486216512,1.1053080169713192,1.6548304170701043,1.2518053437116206,1.3897133328458777,0.2737064218302705,-0.5495224000987851,-0.13790798913425717,1.125,1.0,0.3333333333333333,1.4444444444444444,0.7291666666666666,1.2222222222222223,0.125,-1.1111111111111112,-0.4930555555555557,0.5226386770449539
1,Fortaleza,1.4995213826795295,0.9346453005208757,1.1015430976571974,1.1423807547607745,1.3005322401683634,1.0385130276408252,0.5648760821586538,-0.04083765710357712,0.26201921252753824,0.4444444444444444,0.6666666666666666,1.25,1.75,0.8472222222222222,1.2083333333333333,-0.2222222222222222,-0.5,-0.36111111111111105,0.45331001794614123
2,Atlético-GO,1.5415188982700299,0.9686995793078285,1.1606225590945138,1.6725408620551503,1.3510707286822718,1.3206202206814894,0.5728193189622014,-0.5119183029606365,0.030450508000782417,1.1111111111111112,0.8888888888888888,0.75,1.625,0.9305555555555556,1.2569444444444444,0.22222222222222232,-0.875,-0.32638888888888884,0.42051517312671627
3,Juventude,1.3694200816520472,1.017897342584875,0.7487454027268722,1.675951422939317,1.0590827421894597,1.346924382762096,0.35152273906717224,-0.9272060202124449,-0.2878416405726363,0.5555555555555556,1.4444444444444444,1.0,1.75,0.7777777777777778,1.5972222222222223,-0.8888888888888888,-0.75,-0.8194444444444445,0.28130496441168196
4,Flamengo,1.9471330153449373,0.9030684958895907,1.2137675660563678,1.0413124605929873,1.5804502907006526,0.972190478241289,1.0440645194553466,0.1724551054633805,0.6082598124593636,1.7142857142857142,0.5714285714285714,0.8888888888888888,1.3333333333333333,1.3015873015873014,0.9523809523809523,1.1428571428571428,-0.4444444444444444,0.3492063492063491,0.27886298911335117
5,Santos,1.5405088565190037,1.552190752289553,1.2263543390779155,1.14866155731304,1.3834315977984595,1.3504261548012966,-0.011681895770549344,0.07769278176487537,0.033005442997162904,1.4444444444444444,0.8888888888888888,0.875,0.875,1.1597222222222223,0.8819444444444444,0.5555555555555556,0.0,0.2777777777777779,0.22370937557623716
6,Cuiabá,1.0646700149210901,1.1182273172624493,0.8501792150737123,1.589149502268803,0.9574246149974013,1.353688409765626,-0.053557302341359136,-0.7389702871950906,-0.3962637947682248,0.75,0.5,0.7777777777777778,1.4444444444444444,0.7638888888888888,0.9722222222222222,0.25,-0.6666666666666666,-0.20833333333333337,0.19353572610851244
7,Ceará,1.160500947970244,1.153953303722614,1.3005768302166827,1.41476840688689,1.2305388890934634,1.2843608553047519,0.006547644247629991,-0.1141915766702073,-0.05382196621128843,1.125,1.25,1.0,0.8888888888888888,1.0625,1.0694444444444444,-0.125,0.11111111111111116,-0.00694444444444442,0.16803888909346343
8,Palmeiras,1.9681672326291302,0.9941458156104205,1.79931678718847,1.1833651947173305,1.8837420099088003,1.0887555051638755,0.9740214170187097,0.6159515924711396,0.7949865047449247,1.8888888888888888,0.6666666666666666,1.5714285714285714,0.5714285714285714,1.7301587301587302,0.6190476190476191,1.2222222222222223,1.0,1.1111111111111112,0.15358327975007002
9,Coritiba,1.4025541630087028,1.0381736680616713,1.1322934760514076,1.5837364467575858,1.2674238195300553,1.3109550574096285,0.3643804949470315,-0.4514429707061782,-0.04353123787957314,1.4444444444444444,1.0,0.875,2.125,1.1597222222222223,1.5625,0.4444444444444444,-1.25,-0.4027777777777777,0.10770159730783302
10,Botafogo,1.102708958595212,1.113151675717413,0.9864117613794766,1.5601915177661994,1.0445603599873443,1.3366715967418061,-0.010442717122201017,-0.5737797563867227,-0.2921112367544618,0.875,1.25,1.0,1.3333333333333333,0.9375,1.2916666666666665,-0.375,-0.33333333333333326,-0.3541666666666665,0.10706035998734431
11,Atlético-MG,1.6213903756505175,0.7362269659705982,1.3305521775871558,0.9946729647407571,1.4759712766188366,0.8654499653556776,0.8851634096799192,0.33587921284639877,0.610521311263159,1.5555555555555556,0.8888888888888888,1.25,1.125,1.4027777777777777,1.0069444444444444,0.6666666666666667,0.125,0.39583333333333326,0.07319349884105897
12,Goiás,0.9951155442287789,1.6729986596628796,0.9819579718679603,1.7052205887235763,0.9885367580483696,1.689109624193228,-0.6778831154341007,-0.723262616855616,-0.7005728661448584,1.25,1.0,0.6666666666666666,1.2222222222222223,0.9583333333333333,1.1111111111111112,0.25,-0.5555555555555557,-0.1527777777777779,0.030203424715036342
