,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,2.25,0.6666666666666666,1.1333333333333333,1.2
2,Botafogo,0.8571428571428571,0.8571428571428571,1.0714285714285714,1.3571428571428572
3,Corinthians,1.2857142857142858,0.42857142857142855,1.0,1.6428571428571428
4,Fluminense,2.2666666666666666,1.0,1.0769230769230769,1.1538461538461537
5,Palmeiras,2.0,0.6428571428571429,1.3076923076923077,0.6153846153846154
6,São Paulo,1.7857142857142858,1.1428571428571428,1.0,1.1428571428571428
7,Santos,1.4285714285714286,0.8571428571428571,0.7142857142857143,0.8571428571428571
8,Bragantino,1.5714285714285714,0.9285714285714286,1.0,1.4285714285714286
9,Atlético-MG,1.2857142857142858,1.1428571428571428,1.0714285714285714,1.0714285714285714
10,Internacional,2.0,0.7857142857142857,1.2142857142857142,1.0714285714285714
11,Juventude,0.7142857142857143,1.2142857142857142,0.6428571428571429,2.2142857142857144
12,Goiás,1.2142857142857142,1.0714285714285714,0.9285714285714286,1.4285714285714286
13,Athletico-PR,1.3846153846153846,0.9230769230769231,0.9333333333333333,1.4
14,Coritiba,1.2666666666666666,0.8666666666666667,0.7692307692307693,2.3076923076923075
15,Avaí,1.5714285714285714,1.2857142857142858,0.5,2.0
16,América-MG,1.3571428571428572,0.7857142857142857,0.5,1.0714285714285714
17,Ceará,0.9285714285714286,1.1428571428571428,0.8571428571428571,0.9285714285714286
18,Fortaleza,0.8571428571428571,0.7857142857142857,1.1428571428571428,1.5714285714285714
19,Atlético-GO,1.0,1.0714285714285714,0.7142857142857143,1.9285714285714286
20,Cuiabá,0.7857142857142857,0.6428571428571429,0.7142857142857143,1.3571428571428572
