,clube,xG_mean,xG_total
0,Palmeiras,1.7110222747159625,47.908623692046945
1,Flamengo,1.6496983367805858,46.191553429856384
2,Atlético-MG,1.5217096399322976,44.129579558036625
3,América-MG,1.4204091658362499,41.191865809251254
4,Internacional,1.417303265924121,41.1017947117995
5,São Paulo,1.4433807152370306,40.41466002663691
6,Atlético-GO,1.3695188576875377,39.7160468729386
7,Bragantino,1.3514336519367547,39.19157590616588
8,Fluminense,1.3512634734471494,39.186640729967344
9,Fortaleza,1.2823102035571965,37.1869959031587
10,Santos,1.2536314507385156,36.35531207141696
11,Coritiba,1.282686777965635,35.915229783037766
12,Corinthians,1.2044314937721463,34.92851331939223
13,Ceará,1.1902163986035563,34.51627555950312
14,Botafogo,1.1622726145581745,33.70590582218705
15,Athletico-PR,1.1289748626117875,32.74027101574182
16,Avaí,1.0753864084037195,31.18620584370787
17,Juventude,1.071179440594381,31.064203777237065
18,Cuiabá,1.0494306232881214,30.433488075355534
19,Goiás,1.0135824208149207,29.393890203632694
