,clube,ranking_clube,fase
0,Fortaleza,12,100.0
1,Flamengo,2,86.67
2,Internacional,5,80.0
3,Palmeiras,1,73.33
4,América-MG,9,73.33
5,Goiás,10,66.67
6,Fluminense,3,53.33
7,Santos,8,53.33
8,Athletico-PR,6,53.33
9,Corinthians,4,46.67
10,Cuiabá,17,33.33
11,Atlético-GO,19,33.33
12,Bragantino,11,26.67
13,Atlético-MG,7,26.67
14,São Paulo,13,20.0
15,Coritiba,16,20.0
16,Ceará,15,20.0
17,Botafogo,14,20.0
18,Avaí,18,13.33
19,Juventude,20,6.67
