,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,31.0,Cuiabá,Flamengo,27.315970559905434,28.992510265395964,45.4509179753533,24.7795447583336,36.070017178832266
1,31.0,Corinthians,Athletico-PR,47.97811382933842,28.74728077061178,24.753358803275024,37.73909380220793,21.444203397292917
2,31.0,Internacional,Goiás,61.0752647490281,22.624334290662393,18.027942208369296,37.1779995815411,14.618806711584618
3,31.0,São Paulo,Botafogo,,,,32.16312077533238,18.229412599501497
4,31.0,Fortaleza,Avaí,57.5793763714565,24.639509252706755,19.51946437780593,37.10610556991174,17.08132245646903
5,31.0,Atlético-MG,Ceará,54.16339145738914,25.675810327656844,21.838918000294957,37.02172186414316,21.768930346877
6,31.0,Fluminense,América-MG,54.45619768177406,24.318041870368035,22.75143320967509,32.337603728986515,15.941490603340144
7,31.0,Coritiba,Bragantino,37.5520648034824,28.45735186848803,35.78205995757484,24.667099744376408,23.20474651629184
8,31.0,Atlético-GO,Palmeiras,23.078547141466554,24.703318960057768,54.25659138166876,16.806206362891068,36.053322429267105
9,31.0,Santos,Juventude,61.42063825472352,24.296007595612092,16.246378274452674,47.38073015365836,16.50491644260829
