,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,32.0,Goiás,Corinthians,36.06826419763113,31.15117047307506,34.75471641426854,30.603465849223127,28.604571651855437
1,32.0,América-MG,Fortaleza,42.38332637218856,30.31922718480928,29.348068450767027,35.78015663302576,27.7216402848946
2,32.0,Flamengo,Atlético-MG,47.61799028827554,25.25988040757328,28.91540212455239,31.64035566061999,18.12692649980309
3,32.0,Palmeiras,São Paulo,57.029992798814135,22.829128479246165,21.92976249002152,36.338299555109934,15.353165042699011
4,32.0,Ceará,Cuiabá,46.546418255180235,31.963947569700938,23.53196893530044,43.2009680593883,28.81772409070965
5,32.0,Botafogo,Internacional,34.397641655856745,29.545716878779412,38.11222767494029,25.989038043265317,29.56553438137412
6,32.0,Juventude,Atlético-GO,35.91903650383262,28.89287701059907,37.17525430693141,26.470002895320306,26.18817093326944
7,32.0,Avaí,Fluminense,31.589526737188677,27.807722481870957,42.59337775276523,22.406185430435393,24.551165414579913
8,32.0,Athletico-PR,Coritiba,,,,32.46528903621278,17.095807230323445
9,32.0,Bragantino,Santos,44.654937283718716,28.666648731425635,28.730538631465112,31.257846653464732,23.922887209909984
