,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,29.0,Atlético-MG,Fluminense,,,,24.76013428462154,22.392874834252698
1,29.0,Internacional,Santos,49.547283316506544,27.6633887467578,24.44087625619257,35.19738611804631,22.218056368872197
2,29.0,Ceará,América-MG,,,,38.218660176760466,28.835952095010665
3,29.0,Flamengo,Bragantino,,,,30.66972124349894,14.600295141104416
4,29.0,Goiás,Fortaleza,,,,33.61639165482135,24.70296125087282
5,29.0,Avaí,Atlético-GO,,,,32.293180892692156,19.487792041581116
6,29.0,Athletico-PR,Juventude,,,,43.864751696611414,12.815679854273132
7,29.0,Corinthians,Cuiabá,,,,43.98258916890295,24.60209115996743
8,29.0,Botafogo,Palmeiras,26.392318631416448,28.797341598643104,46.80665849981588,24.453326645789385,37.818906297765324
9,29.0,São Paulo,Coritiba,57.166232164199265,23.210791123163734,21.45403884581738,31.4405671452432,14.283762326219232
