,clube,xG_mean,xG_total
0,Palmeiras,1.7329758674680917,45.057372554170335
1,Flamengo,1.6947806224142345,44.064296182770086
2,Atlético-MG,1.5079579448332807,40.71486451049858
3,Internacional,1.4810321769034045,39.987868776391906
4,América-MG,1.4035451693756889,37.8957195731436
5,Bragantino,1.3853939754302285,37.405637336616195
6,Fluminense,1.3171830170221124,35.56394145959702
7,São Paulo,1.307558687686679,35.30408456754034
8,Atlético-GO,1.3006832042812926,35.11844651559489
9,Santos,1.2982377191699588,35.0524184175889
10,Fortaleza,1.2775557048392652,34.49400403066014
11,Coritiba,1.2653314030127065,34.16394788134311
12,Botafogo,1.2186641310323931,32.903931537874605
13,Ceará,1.143936639520607,30.886289267056377
14,Corinthians,1.1245798852648496,30.363656902150932
15,Athletico-PR,1.1008334603237502,29.72250342874125
16,Juventude,1.0660552773215615,28.783492487682167
17,Avaí,1.061014980797684,28.64740448153745
18,Cuiabá,1.0458460723358916,28.237843953069078
19,Goiás,1.034752830587263,27.938326425856093
