,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,70.85778846153846,1,75.94307692307692,2,65.7725,1
1,Flamengo,64.34185064935065,2,84.45727272727272,1,44.22642857142858,10
2,Atlético-MG,63.34958333333333,3,64.1,6,62.59916666666666,2
3,Internacional,59.56628205128205,4,69.66333333333334,3,49.46923076923076,3
4,Corinthians,57.23538461538462,5,66.88076923076923,4,47.589999999999996,7
5,Fluminense,53.64958333333334,6,64.74500000000002,5,42.55416666666667,13
6,Athletico-PR,53.21934523809524,7,58.46583333333333,10,47.972857142857144,6
7,Santos,52.86089743589743,8,62.858461538461526,8,42.86333333333334,12
8,Bragantino,52.85374999999999,9,59.95499999999999,9,45.7525,9
9,Coritiba,51.82181818181819,10,63.40000000000001,7,40.24363636363636,14
10,Fortaleza,51.610224358974364,11,53.84583333333334,13,49.37461538461538,4
11,São Paulo,48.465384615384615,12,57.72461538461539,11,39.20615384615384,15
12,Botafogo,48.184615384615384,13,47.01692307692308,14,49.35230769230769,5
13,América-MG,47.17038461538461,14,55.317692307692305,12,39.02307692307692,16
14,Goiás,45.44307692307692,15,47.00153846153846,15,43.88461538461539,11
15,Ceará,44.332499999999996,16,41.475833333333334,20,47.18916666666666,8
16,Cuiabá,40.56769230769231,17,46.88999999999999,16,34.24538461538462,19
17,Atlético-GO,39.58038461538462,18,42.35230769230769,19,36.808461538461536,17
18,Avaí,39.08519230769231,19,42.91538461538461,18,35.255,18
19,Juventude,37.765737179487175,20,43.60916666666666,17,31.922307692307697,20
