,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,1.8888888888888888,0.6666666666666666,1.5,0.5,1.6944444444444444,0.5833333333333333,1.2222222222222223,1.0,1.1111111111111112
1,Fluminense,2.111111111111111,1.1111111111111112,1.1111111111111112,0.8888888888888888,1.6111111111111112,1.0,1.0,0.22222222222222232,0.6111111111111112
2,Flamengo,2.0,0.5,0.8888888888888888,1.3333333333333333,1.4444444444444444,0.9166666666666666,1.5,-0.4444444444444444,0.5277777777777778
3,Internacional,1.8888888888888888,1.2222222222222223,1.0,0.7777777777777778,1.4444444444444444,1.0,0.6666666666666665,0.2222222222222222,0.4444444444444444
4,Bragantino,1.7,0.9,1.375,1.375,1.5375,1.1375,0.7999999999999999,0.0,0.40000000000000013
5,Atlético-MG,1.5555555555555556,0.8888888888888888,1.2222222222222223,1.1111111111111112,1.3888888888888888,1.0,0.6666666666666667,0.11111111111111116,0.38888888888888884
6,Santos,1.5,0.8,0.875,0.875,1.1875,0.8375,0.7,0.0,0.35
7,Athletico-PR,1.5555555555555556,0.8888888888888888,1.0,1.1111111111111112,1.2777777777777777,1.0,0.6666666666666667,-0.11111111111111116,0.2777777777777777
8,São Paulo,1.75,1.125,1.1,1.3,1.425,1.2125,0.625,-0.19999999999999996,0.21250000000000013
9,Ceará,1.1111111111111112,1.1111111111111112,1.0,0.8888888888888888,1.0555555555555556,1.0,0.0,0.11111111111111116,0.05555555555555558
10,Corinthians,1.2222222222222223,0.3333333333333333,1.0,2.0,1.1111111111111112,1.1666666666666667,0.8888888888888891,-1.0,-0.05555555555555558
11,Cuiabá,0.7777777777777778,0.5555555555555556,0.7777777777777778,1.4444444444444444,0.7777777777777778,1.0,0.2222222222222222,-0.6666666666666666,-0.2222222222222222
12,Goiás,1.3333333333333333,1.2222222222222223,0.6666666666666666,1.2222222222222223,1.0,1.2222222222222223,0.11111111111111094,-0.5555555555555557,-0.22222222222222232
13,Fortaleza,0.4444444444444444,0.6666666666666666,1.2222222222222223,1.7777777777777777,0.8333333333333334,1.222222222222222,-0.2222222222222222,-0.5555555555555554,-0.38888888888888873
14,Botafogo,0.875,1.25,0.9,1.4,0.8875,1.325,-0.375,-0.4999999999999999,-0.4375
15,Atlético-GO,1.1111111111111112,0.8888888888888888,0.7777777777777778,1.8888888888888888,0.9444444444444444,1.3888888888888888,0.22222222222222232,-1.1111111111111112,-0.4444444444444444
16,Coritiba,1.4444444444444444,1.0,0.8888888888888888,2.2222222222222223,1.1666666666666665,1.6111111111111112,0.4444444444444444,-1.3333333333333335,-0.44444444444444464
17,Avaí,1.6666666666666667,1.3333333333333333,0.4444444444444444,1.7777777777777777,1.0555555555555556,1.5555555555555554,0.3333333333333335,-1.3333333333333333,-0.4999999999999998
18,América-MG,1.0,1.0,0.3333333333333333,1.4444444444444444,0.6666666666666666,1.2222222222222223,0.0,-1.1111111111111112,-0.5555555555555557
19,Juventude,0.5555555555555556,1.4444444444444444,0.8888888888888888,2.0,0.7222222222222222,1.7222222222222223,-0.8888888888888888,-1.1111111111111112,-1.0
