,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1730,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0,Bragantino,mandante,4.035714285714286,9.28452380952381
1731,Cristiano,89668,Fluminense,LAT,11.1,4.9,América-MG,mandante,6.446666666666667,8.773333333333333
1732,Cano,79631,Fluminense,ATA,10.259999999999998,2.513333333333333,América-MG,mandante,6.446666666666667,8.353333333333332
1733,Savarino,98672,Atlético-MG,ATA,10.450000000000001,-0.1,Ceará,mandante,4.423076923076923,7.436538461538462
1734,Luan,86759,Santos,MEI,9.7,1.0666666666666667,Juventude,mandante,4.766666666666667,7.2333333333333325
1735,Luiz Felipe,79035,Santos,ZAG,9.025,0.0,Juventude,mandante,4.766666666666667,6.895833333333334
1736,Luiz Henrique,109282,Fluminense,ATA,7.3428571428571425,5.3999999999999995,América-MG,mandante,6.446666666666667,6.894761904761905
1737,Heitor,104649,Internacional,LAT,10.05,4.9,Goiás,mandante,3.2333333333333334,6.6416666666666675
1738,Igor Rabello,89493,Atlético-MG,ZAG,8.75,3.866666666666667,Ceará,mandante,4.423076923076923,6.586538461538462
1739,Samuel Xavier,73384,Fluminense,LAT,6.675000000000001,2.8230769230769233,América-MG,mandante,6.446666666666667,6.560833333333334
1740,Sasha,68991,Fortaleza,MEI,8.6,4.0,Avaí,mandante,4.333333333333333,6.466666666666667
1741,Michel Araújo ,107173,Fluminense,MEI,6.033333333333334,0.8,América-MG,mandante,6.446666666666667,6.24
1742,Fernando Diniz,72391,Fluminense,TEC,5.886923076923076,3.208461538461538,América-MG,mandante,6.446666666666667,6.166794871794872
1743,Toró,101885,São Paulo,ATA,7.9,0.0,Botafogo,mandante,4.233333333333333,6.066666666666666
1744,Arias,99815,Fluminense,MEI,5.66,3.2900000000000005,América-MG,mandante,6.446666666666667,6.053333333333334
1745,Juninho Capixaba,94968,Fortaleza,LAT,7.720000000000001,5.246666666666666,Avaí,mandante,4.333333333333333,6.026666666666667
1746,Gabriel ,70449,Coritiba,GOL,8.0,2.0,Bragantino,mandante,4.035714285714286,6.017857142857142
1747,Matheus Martins,111831,Fluminense,ATA,5.581818181818182,0.9272727272727274,América-MG,mandante,6.446666666666667,6.014242424242425
1748,Hulk,39148,Atlético-MG,ATA,7.453846153846156,6.954545454545454,Ceará,mandante,4.423076923076923,5.93846153846154
1749,Keiller,93834,Internacional,GOL,8.5,2.7857142857142856,Goiás,mandante,3.2333333333333334,5.866666666666667
1750,Calleri,89840,São Paulo,ATA,7.469230769230768,4.9,Botafogo,mandante,4.233333333333333,5.85128205128205
1751,Léo Baptistão ,81161,Santos,ATA,6.781818181818182,2.35,Juventude,mandante,4.766666666666667,5.774242424242424
1752,Brítez,101995,Fortaleza,LAT,7.2,5.95,Avaí,mandante,4.333333333333333,5.766666666666667
1753,Igor Paixão,104530,Coritiba,ATA,7.324999999999999,5.511111111111111,Bragantino,mandante,4.035714285714286,5.680357142857142
1754,Caio Alexandre,106323,Fortaleza,MEI,7.0,2.7,Avaí,mandante,4.333333333333333,5.666666666666666
1755,Yago Pikachu,80196,Fortaleza,MEI,6.985714285714286,2.8000000000000003,Avaí,mandante,4.333333333333333,5.65952380952381
1756,André,107498,Fluminense,MEI,4.514285714285714,2.1416666666666666,América-MG,mandante,6.446666666666667,5.480476190476191
1757,Manoel,69014,Fluminense,ZAG,4.5076923076923086,3.11,América-MG,mandante,6.446666666666667,5.477179487179487
1758,Marcelo Fernandes,91274,Santos,TEC,6.1,0.75,Juventude,mandante,4.766666666666667,5.433333333333334
1759,Marcos Leonardo,109497,Santos,ATA,5.984615384615385,4.690909090909091,Juventude,mandante,4.766666666666667,5.375641025641025
1760,Guto Ferreira,37245,Coritiba,TEC,6.713333333333334,2.5725,Bragantino,mandante,4.035714285714286,5.37452380952381
1761,Rodrigo Nestor,106822,São Paulo,MEI,6.512499999999999,2.058333333333333,Botafogo,mandante,4.233333333333333,5.372916666666667
1762,Felipe Alves,72372,São Paulo,GOL,6.5,4.5,Botafogo,mandante,4.233333333333333,5.366666666666667
1763,Nino,91708,Fluminense,ZAG,4.183333333333334,3.554545454545455,América-MG,mandante,6.446666666666667,5.315
1764,Calegari,104276,Fluminense,LAT,4.15,3.0,América-MG,mandante,6.446666666666667,5.298333333333334
1765,Abel Braga,40006,Fluminense,TEC,4.135,4.9,América-MG,mandante,6.446666666666667,5.2908333333333335
1766,Robert Renan,117330,Corinthians,ZAG,6.5,-0.75,Athletico-PR,mandante,4.033333333333333,5.266666666666667
1767,Rubens,110727,Atlético-MG,MEI,6.0200000000000005,2.127272727272727,Ceará,mandante,4.423076923076923,5.2215384615384615
1768,João Paulo,85425,Santos,GOL,5.6571428571428575,3.1923076923076925,Juventude,mandante,4.766666666666667,5.211904761904762
1769,Bustos,96678,Internacional,LAT,7.045454545454544,3.516666666666667,Goiás,mandante,3.2333333333333334,5.139393939393939
1770,Pineida,87838,Fluminense,LAT,3.8249999999999997,1.2999999999999998,América-MG,mandante,6.446666666666667,5.135833333333333
1771,Cássio,42234,Corinthians,GOL,6.233333333333333,2.9699999999999998,Athletico-PR,mandante,4.033333333333333,5.133333333333333
1772,Madson,78077,Santos,LAT,5.4818181818181815,2.518181818181818,Juventude,mandante,4.766666666666667,5.124242424242424
1773,Bruno Melo,84339,Corinthians,LAT,6.2,2.5250000000000004,Athletico-PR,mandante,4.033333333333333,5.116666666666667
1774,Antonio Mohamed,71071,Atlético-MG,TEC,5.7811111111111115,4.9675,Ceará,mandante,4.423076923076923,5.102094017094018
1775,Wanderson,93478,Internacional,ATA,6.92,0.21250000000000005,Goiás,mandante,3.2333333333333334,5.076666666666666
1776,Joaquim,109563,Cuiabá,ZAG,6.45,2.71,Flamengo,mandante,3.6333333333333333,5.041666666666667
1777,Nacho Fernández,94916,Atlético-MG,MEI,5.616666666666667,4.138461538461538,Ceará,mandante,4.423076923076923,5.019871794871795
