,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Juventude,Avaí,33.443030355739936,29.049468687270796,37.507495243344934,31.86538419784904,34.54918272539822
1,Bragantino,Palmeiras,21.675825938143884,27.461094880690474,50.86305144074919,24.743209477455213,44.6218348299666
2,Athletico-PR,Fluminense,41.67382903721037,25.14539975306202,33.18070342845103,27.060212239730834,22.431826706204497
3,América-MG,Coritiba,48.59979546012915,28.85084387457379,22.549347619235917,45.77756348211885,27.454299155010926
4,Flamengo,Ceará,68.8513155333957,21.756897053032198,9.391540454078093,62.21923713581246,17.281954954588503
5,Corinthians,Internacional,41.56687744263436,30.909278162468446,27.52384136259719,43.034708675119084,32.969113673232435
6,Fortaleza,Botafogo,54.47372815141813,29.91283784706941,15.613424184769698,58.95825274498052,28.46175190541251
7,Atlético-GO,Atlético-MG,35.10855740537342,28.272995039330382,36.61843887646323,30.986450143996002,31.950441208176095
8,Cuiabá,São Paulo,30.628333836204373,34.00600235552037,35.36566337751771,40.968819832104906,44.593079826934364
9,Santos,Goiás,55.33345647899216,28.360657503423454,16.305866644703652,55.42893387532132,26.010103055960187
