,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1420,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0,Cuiabá,mandante,2.7222222222222223,8.627777777777778
1421,Fernando Miguel,71571,Fortaleza,GOL,11.0,8.0,Santos,mandante,4.571428571428571,7.785714285714286
1422,Marcelo Lomba,68872,Palmeiras,GOL,10.0,9.5,Internacional,mandante,4.2666666666666675,7.133333333333334
1423,Marlon Freitas,93790,Atlético-GO,MEI,5.788888888888889,2.0875,América-MG,mandante,7.966666666666667,6.877777777777778
1424,Moraes,95058,Juventude,LAT,9.275,4.4750000000000005,Ceará,mandante,4.4375,6.85625
1425,Wellington Rato,82766,Atlético-GO,MEI,5.633333333333333,3.575,América-MG,mandante,7.966666666666667,6.8
1426,Cano,79631,Fluminense,ATA,10.744444444444445,2.522222222222222,Bragantino,mandante,2.75,6.747222222222223
1427,Savarino,98672,Atlético-MG,ATA,10.450000000000001,-0.1,Corinthians,mandante,3.0,6.7250000000000005
1428,Airton,106107,Atlético-GO,ATA,4.925,2.3374999999999995,América-MG,mandante,7.966666666666667,6.445833333333333
1429,Calleri,89840,São Paulo,ATA,8.6875,4.1,Goiás,mandante,3.8333333333333335,6.260416666666667
1430,Gustavo Scarpa,87999,Palmeiras,MEI,8.225,6.2625,Internacional,mandante,4.2666666666666675,6.245833333333334
1431,Gustavo Gómez,71684,Palmeiras,ZAG,7.928571428571429,7.38,Internacional,mandante,4.2666666666666675,6.097619047619048
1432,Bissoli,100762,Avaí,ATA,7.58888888888889,3.0285714285714285,Flamengo,mandante,4.555555555555555,6.072222222222223
1433,Jorginho,70323,Atlético-GO,TEC,4.128333333333334,3.49,América-MG,mandante,7.966666666666667,6.0475
1434,Baralhas,99440,Atlético-GO,MEI,3.9749999999999996,2.5,América-MG,mandante,7.966666666666667,5.970833333333333
1435,Toró,101885,São Paulo,ATA,7.9,0.0,Goiás,mandante,3.8333333333333335,5.866666666666667
1436,Hayner,91856,Atlético-GO,LAT,3.75,1.7375000000000003,América-MG,mandante,7.966666666666667,5.858333333333333
