,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,Athletico-PR,6,60.0
2,Corinthians,3,60.0
3,São Paulo,5,60.0
4,Coritiba,4,60.0
5,América-MG,10,53.33
6,Botafogo,7,53.33
7,Atlético-MG,2,53.33
8,Goiás,15,53.33
9,Flamengo,8,46.67
10,Fluminense,11,46.67
11,Juventude,18,40.0
12,Bragantino,14,33.33
13,Atlético-GO,17,33.33
14,Internacional,12,33.33
15,Ceará,19,26.67
16,Santos,9,26.67
17,Avaí,13,26.67
18,Fortaleza,20,20.0
19,Cuiabá,16,13.33
