,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,Flamengo,5,80.0
2,Corinthians,2,80.0
3,Bragantino,8,80.0
4,Fluminense,3,73.33
5,Santos,9,53.33
6,Internacional,6,53.33
7,Goiás,11,53.33
8,Fortaleza,18,53.33
9,Athletico-PR,4,46.67
10,América-MG,13,40.0
11,Ceará,14,40.0
12,Juventude,20,33.33
13,Atlético-MG,7,33.33
14,Coritiba,15,26.67
15,Cuiabá,17,26.67
16,São Paulo,10,26.67
17,Avaí,16,20.0
18,Botafogo,12,20.0
19,Atlético-GO,19,0.0
