,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,2.0,0.5,0.8888888888888888,1.3333333333333333
2,Botafogo,0.875,1.25,0.9,1.4
3,Corinthians,1.2222222222222223,0.3333333333333333,1.0,2.0
4,Fluminense,2.111111111111111,1.1111111111111112,1.1111111111111112,0.8888888888888888
5,Palmeiras,1.8888888888888888,0.6666666666666666,1.5,0.5
6,São Paulo,1.75,1.125,1.1,1.3
7,Santos,1.5,0.8,0.875,0.875
8,Bragantino,1.7,0.9,1.375,1.375
9,Atlético-MG,1.5555555555555556,0.8888888888888888,1.2222222222222223,1.1111111111111112
10,Internacional,1.8888888888888888,1.2222222222222223,1.0,0.7777777777777778
11,Juventude,0.5555555555555556,1.4444444444444444,0.8888888888888888,2.0
12,Goiás,1.3333333333333333,1.2222222222222223,0.6666666666666666,1.2222222222222223
13,Athletico-PR,1.5555555555555556,0.8888888888888888,1.0,1.1111111111111112
14,Coritiba,1.4444444444444444,1.0,0.8888888888888888,2.2222222222222223
15,Avaí,1.6666666666666667,1.3333333333333333,0.4444444444444444,1.7777777777777777
16,América-MG,1.0,1.0,0.3333333333333333,1.4444444444444444
17,Ceará,1.1111111111111112,1.1111111111111112,1.0,0.8888888888888888
18,Fortaleza,0.4444444444444444,0.6666666666666666,1.2222222222222223,1.7777777777777777
19,Atlético-GO,1.1111111111111112,0.8888888888888888,0.7777777777777778,1.8888888888888888
20,Cuiabá,0.7777777777777778,0.5555555555555556,0.7777777777777778,1.4444444444444444
