,clube,xG_mean,xG_total
0,Atlético-MG,1.672168076540216,18.393848841942376
1,Palmeiras,1.74420267749114,17.442026774911398
2,Fortaleza,1.4601628113541318,16.06179092489545
3,Atlético-GO,1.4480882651393385,15.928970916532725
4,São Paulo,1.3658930407911163,15.024823448702273
5,Santos,1.3459436275674854,14.805379903242342
6,Coritiba,1.3245021966096135,14.569524162705752
7,Internacional,1.3146576070704723,14.461233677775196
8,Flamengo,1.4423846505615772,14.423846505615785
9,Ceará,1.2502167673476734,13.752384440824407
10,América-MG,1.1311260867944126,12.442386954738536
11,Botafogo,1.116842335335903,12.285265688694937
12,Goiás,1.095952604135771,12.055478645493482
13,Juventude,1.080960006003529,11.890560066038814
14,Avaí,1.0635440871377404,11.698984958515139
15,Fluminense,1.0602900531776933,11.66319058495462
16,Bragantino,1.0473429086789365,11.520771995468298
17,Athletico-PR,1.043879291331772,11.48267220464949
18,Cuiabá,0.9232596484998222,10.155856133498041
19,Corinthians,0.835810293505395,9.19391322855935
