,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.153443118901467,0.868681053125805,1.211571700760656,1.1502411780300106
2,Botafogo,1.139844834985213,1.0044847260932368,1.1206928167617933,1.5583182129119353
3,Corinthians,0.9039295479743155,1.0859974176575207,0.9023756646568156,1.1586677283095517
4,Fluminense,1.4825298965019393,0.9569686681096737,0.8089223207882721,1.359117617226541
5,Palmeiras,1.89037490869826,0.9390935349684882,1.9707772028631352,1.1477732059964334
6,São Paulo,1.5203380242907822,0.9859042284281889,1.2149682967421283,1.4019678428210387
7,Santos,1.4672395679150247,1.4743391561547512,1.258754596826568,1.1355542669145293
8,Bragantino,1.1033194090558363,1.0688209001056135,1.2603397679962864,1.272455495391339
9,Atlético-MG,1.7823525657432067,0.802080585995514,1.3671844770684456,1.0082306559097869
10,Internacional,1.6158861394340522,1.2958745962871954,1.1409850825224261,0.9884638750793601
11,Juventude,1.2498692721009346,1.0834652977844972,0.6498826373380489,1.7130432740209502
12,Goiás,0.9531393553937443,1.7042655495887407,1.0556367832598665,1.6869386354528504
13,Athletico-PR,1.2820536768751427,1.2980841269440742,0.923907839998554,1.6199746188651494
14,Coritiba,1.5305485424929,1.086880531161464,1.2352781286573078,1.6757515573459152
15,Avaí,1.1944221070592302,1.0856694310817638,0.7973306855341245,1.6365135161077047
16,América-MG,1.2618751711226999,1.0489134170800685,1.0796319503328045,1.7819990827524554
17,Ceará,1.0710594533781208,1.1002558021510416,1.1657965508181618,1.407191035719572
18,Fortaleza,1.6407285937044191,0.8880662416819662,1.0907723316712699,1.187980482109124
19,Atlético-GO,1.729389806140731,1.0761403511082155,1.033730551385284,1.4683163224133877
20,Cuiabá,0.9746618350229076,1.2214140950229908,0.9070095542347629,1.5538616388073212
