,atleta_id,apelido,ranking
0,84042,Tiquinho Soares,1
1,79113,Víctor Cuesta,2
2,83433,Patrick,3
3,87999,Gustavo Scarpa,4
4,110506,Abel Ferreira,5
5,89840,Calleri,6
6,68685,Alan Patrick,7
7,100848,Luan Cândido,8
8,71684,Gustavo Gómez,9
9,74061,Gatito Fernández,10
10,79631,Cano,11
11,97468,Marçal,12
12,98225,Pedro Raul,13
13,91607,Rony,14
14,99815,Arias,15
15,102130,Piquerez,16
16,88037,Luís Castro,17
17,97653,Murilo,18
18,63354,Rodrigo Moledo,19
19,78445,Renê,20
