,clube,ranking_clube,fase
0,Fortaleza,12,80.0
1,Flamengo,2,73.33
2,América-MG,8,73.33
3,Goiás,9,66.67
4,Internacional,4,66.67
5,Palmeiras,1,60.0
6,Athletico-PR,6,53.33
7,Santos,10,46.67
8,Atlético-MG,7,46.67
9,Fluminense,5,46.67
10,Cuiabá,16,40.0
11,Botafogo,13,40.0
12,Corinthians,3,33.33
13,Atlético-GO,19,33.33
14,São Paulo,14,26.67
15,Ceará,15,26.67
16,Coritiba,17,20.0
17,Avaí,18,20.0
18,Juventude,20,13.33
19,Bragantino,11,13.33
