,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,72.32666666666667,1,86.03666666666668,1,31.505,18
1,Fluminense,69.545,2,75.70833333333333,3,51.416666666666664,7
2,Bragantino,65.07166666666667,3,64.12833333333334,5,53.92499999999999,5
3,Palmeiras,63.961666666666666,4,75.86999999999999,2,71.16333333333331,1
4,Atlético-MG,59.10833333333334,5,63.07333333333333,6,59.39833333333333,2
5,Athletico-PR,57.81666666666667,6,60.50833333333333,7,54.27333333333333,4
6,Goiás,57.291666666666664,7,46.92666666666667,16,47.52833333333333,8
7,Internacional,55.19833333333333,8,57.72666666666667,8,55.145,3
8,São Paulo,55.035000000000004,9,54.94499999999999,10,43.12833333333334,11
9,Santos,54.75666666666667,10,54.19333333333333,11,41.36333333333334,14
10,Fortaleza,49.29,11,56.63666666666668,9,44.416666666666664,9
11,Corinthians,48.10833333333333,12,70.835,4,43.303333333333335,10
12,Coritiba,47.87166666666667,13,47.36333333333334,15,38.998333333333335,16
13,Juventude,47.835,14,49.326666666666675,13,36.111666666666665,17
14,Botafogo,45.92666666666667,15,48.21833333333333,14,39.62,15
15,América-MG,44.14666666666667,16,44.528333333333336,18,42.11000000000001,12
16,Ceará,42.69166666666666,17,42.71166666666667,19,51.794999999999995,6
17,Cuiabá,41.65333333333333,18,49.925000000000004,12,26.073333333333327,20
18,Avaí,39.76500000000001,19,46.365,17,30.691666666666663,19
19,Atlético-GO,34.61833333333333,20,42.145,20,41.873333333333335,13
