,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,74.21666666666665,1,79.455,2,53.59833333333333,6
1,Internacional,68.87333333333335,2,79.855,1,56.765000000000015,3
2,Flamengo,59.23833333333334,3,74.33,3,52.945000000000014,7
3,Corinthians,57.25666666666667,4,60.12833333333334,9,39.10999999999999,11
4,Fortaleza,56.41833333333333,5,69.23833333333334,4,55.379999999999995,4
5,Fluminense,55.72666666666667,6,67.16166666666666,5,38.38166666666667,13
6,América-MG,55.163333333333334,7,60.379999999999995,8,54.6,5
7,Santos,52.98166666666666,8,61.32500000000001,6,42.72166666666667,10
8,Botafogo,52.03666666666666,9,47.199999999999996,13,58.43666666666666,1
9,Coritiba,49.59833333333333,10,60.62499999999999,7,33.07,17
10,São Paulo,48.87166666666666,11,44.306666666666665,15,50.85333333333333,8
11,Athletico-PR,45.36333333333334,12,55.34666666666667,10,39.01833333333333,12
12,Atlético-MG,44.69,13,51.0,11,56.88999999999999,2
13,Bragantino,38.401666666666664,14,43.165,16,34.90833333333333,16
14,Cuiabá,37.79833333333333,15,47.671666666666674,12,30.924999999999997,19
15,Atlético-GO,36.943333333333335,16,36.14333333333333,19,37.90833333333334,14
16,Avaí,33.27833333333333,17,31.459999999999997,20,31.201666666666664,18
17,Goiás,32.72833333333333,18,41.254999999999995,17,43.72833333333333,9
18,Juventude,32.288333333333334,19,45.455000000000005,14,26.47,20
19,Ceará,30.29166666666666,20,37.4,18,37.49333333333333,15
