,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,América-MG,1.4261418141996027,1.1150423459215522,1.0988206011577764,1.5586140891835414,1.2624812076786895,1.3368282175525468,0.3110994682780506,-0.45979348802576503,-0.07434700987385723,1.0,1.0,0.4,1.3,0.7,1.15,0.0,-0.9,-0.44999999999999996,0.5624812076786896
1,Atlético-GO,1.6979693746368134,0.9858914400135884,1.1780979904800346,1.5825246780436362,1.438033682558424,1.2842080590286122,0.712077934623225,-0.40442668756360156,0.15382562352981166,1.0,0.9,0.7777777777777778,1.8888888888888888,0.8888888888888888,1.3944444444444444,0.09999999999999998,-1.1111111111111112,-0.5055555555555555,0.5491447936695351
2,Fortaleza,1.604152547974533,0.891511122316561,1.0223773529796698,1.1885745683236861,1.3132649504771015,1.0400428453201236,0.7126414256579721,-0.16619721534401632,0.27322210515697787,0.4,0.6,1.2222222222222223,1.7777777777777777,0.8111111111111111,1.1888888888888889,-0.19999999999999996,-0.5555555555555554,-0.37777777777777777,0.5021538393659903
3,Juventude,1.3700267054483537,1.0693427434447034,0.6883195141570053,1.8952544390873822,1.0291731098026795,1.482298591266043,0.30068396200365033,-1.206934924930377,-0.4531254814633634,0.6,1.3,0.8888888888888888,2.0,0.7444444444444445,1.65,-0.7000000000000001,-1.1111111111111112,-0.9055555555555554,0.28472866535823504
4,Cuiabá,1.145113490018544,1.031126017704798,0.8611172313074065,1.4227839610098276,1.0031153606629752,1.2269549893573128,0.11398747231374595,-0.5616667297024212,-0.2238396286943376,0.7777777777777778,0.5555555555555556,0.7,1.4,0.7388888888888889,0.9777777777777777,0.2222222222222222,-0.7,-0.23888888888888882,0.2642264717740863
5,Ceará,1.1987119790938616,1.2125448096152522,1.2845836355530986,1.4540866278962459,1.24164780732348,1.333315718755749,-0.013832830521390616,-0.16950299234314725,-0.09166791143226893,1.1111111111111112,1.1111111111111112,0.9,0.9,1.0055555555555555,1.0055555555555555,0.0,0.0,0.0,0.23609225176792448
6,Santos,1.5741556087583803,1.6446436534493192,1.1485982733068587,1.4393446861835613,1.3613769410326195,1.5419941698164403,-0.07048804469093883,-0.29074641287670255,-0.1806172287838208,1.5,0.8,0.7777777777777778,0.7777777777777778,1.1388888888888888,0.788888888888889,0.7,0.0,0.34999999999999987,0.22248805214373069
7,Flamengo,2.1079128780478325,0.8769234879646657,1.3139848679468993,1.1510620295857295,1.7109488729973659,1.0139927587751976,1.2309893900831668,0.16292283836116983,0.6969561142221683,2.0,0.5,1.0,1.3,1.5,0.9,1.5,-0.30000000000000004,0.6,0.21094887299736587
8,Botafogo,1.1247362263947018,1.1324542618230145,1.1273041465613036,1.544815689261207,1.1260201864780028,1.3386349755421107,-0.00771803542831262,-0.4175115426999034,-0.2126147890641079,1.0,1.1111111111111112,0.9,1.4,0.95,1.2555555555555555,-0.11111111111111116,-0.4999999999999999,-0.3055555555555556,0.17602018647800288
9,Coritiba,1.3745957405175004,0.9516118018992517,1.2561526046604188,1.6894801816227587,1.3153741725889596,1.3205459917610052,0.4229839386182488,-0.4333275769623399,-0.005171819172045566,1.4,0.9,0.8888888888888888,2.2222222222222223,1.1444444444444444,1.5611111111111111,0.4999999999999999,-1.3333333333333335,-0.41666666666666674,0.17092972814451524
10,Palmeiras,1.8863107046551981,0.9305886590993895,1.7204517556929457,1.0730199266769211,1.803381230174072,1.0018042928881554,0.9557220455558086,0.6474318290160246,0.8015769372859165,1.9,0.7,1.5,0.5,1.7,0.6,1.2,1.0,1.1,0.10338123017407197
11,Atlético-MG,1.4966182298293487,0.7830229121838086,1.3302614597991644,1.1087143556577352,1.4134398448142567,0.9458686339207719,0.7135953176455401,0.2215471041414292,0.46757121089348475,1.5,1.0,1.2222222222222223,1.1111111111111112,1.3611111111111112,1.0555555555555556,0.5,0.11111111111111116,0.3055555555555556,0.0523287337031455
12,Avaí,1.209217347529657,1.2211491999842463,0.8992288661122674,1.8924004739159959,1.0542231068209622,1.556774836950121,-0.011931852454589276,-0.9931716078037285,-0.5025517301291589,1.6,1.4,0.4444444444444444,1.7777777777777777,1.0222222222222221,1.5888888888888888,0.20000000000000018,-1.3333333333333333,-0.5666666666666667,0.032000884598740065
13,Goiás,1.0211211411474865,1.6566725049828976,1.0544670473933457,1.8138992488911025,1.0377940942704162,1.735285876937,-0.6355513638354111,-0.7594322014977568,-0.6974917826665838,1.3333333333333333,1.2222222222222223,0.9,1.4,1.1166666666666667,1.3111111111111111,0.11111111111111094,-0.4999999999999999,-0.19444444444444442,-0.07887257239625045
14,Internacional,1.6767394360235737,1.26913980691872,1.0340127461455666,1.0759209327000883,1.3553760910845702,1.172530369809404,0.4075996291048536,-0.041908186554521665,0.18284572127516618,1.8888888888888888,1.2222222222222223,1.0,0.9,1.4444444444444444,1.0611111111111111,0.6666666666666665,0.09999999999999998,0.3833333333333333,-0.08906835335987418
