,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,31.79304727227762,17.49555595276871,14.297491319508907
1,Flamengo,27.477357380306856,16.519170630472445,10.958186749834411
2,Atlético-MG,26.94981305856203,16.61028923998196,10.33952381858007
3,Bragantino,26.1194507787958,21.41231781298496,4.7071329658108425
4,Fortaleza,23.30818240986366,18.642172344018693,4.666010065844969
5,Internacional,24.880297425162567,20.968748953741603,3.9115484714209643
6,Fluminense,24.11037838336602,20.46135179448507,3.6490265888809503
7,São Paulo,23.425560832673913,21.498433985592474,1.927126847081439
8,Atlético-GO,25.48255193363798,24.053545747670796,1.4290061859671823
9,Santos,25.023308536411918,25.545711347292986,-0.5224028108810685
10,Coritiba,22.811392009208497,24.484925348201074,-1.673533338992577
11,Ceará,21.830007280408285,23.6575307077716,-1.8275234273633139
12,América-MG,22.0055030889855,25.065952950698435,-3.060449861712936
13,Botafogo,20.111218154466744,24.620164790649437,-4.508946636182692
14,Corinthians,16.663580493853747,21.214031438265984,-4.550450944412237
15,Cuiabá,18.391384798257555,23.88282398811178,-5.491439189854226
16,Athletico-PR,19.416747690510952,26.046638573131872,-6.62989088262092
17,Juventude,19.301268895573735,27.02888106195511,-7.727612166381377
18,Avaí,18.934255046791968,27.124799421915647,-8.190544375123679
19,Goiás,19.547752804124805,31.250012183529513,-11.702259379404708
