,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,79.59833333333333,1,88.57666666666665,1,74.96333333333332,1
1,Corinthians,67.49,2,66.89,3,47.906666666666666,6
2,Atlético-MG,60.4,3,65.72833333333334,4,59.452,2
3,Athletico-PR,56.71,4,57.458333333333336,8,55.81333333333333,3
4,Internacional,56.67333333333334,5,53.471666666666664,12,55.36500000000001,5
5,Fluminense,56.19833333333333,6,55.218333333333334,10,45.708333333333336,9
6,Fortaleza,55.345,7,47.58166666666667,15,37.21666666666667,15
7,Bragantino,54.781666666666666,8,61.491666666666674,6,46.07,7
8,Ceará,54.376666666666665,9,33.093333333333334,20,55.61333333333332,4
9,Flamengo,51.85166666666666,10,76.255,2,35.88666666666667,18
10,Coritiba,48.198333333333345,11,59.400000000000006,7,43.345000000000006,11
11,Atlético-GO,47.14666666666667,12,48.673333333333325,14,44.86000000000001,10
12,São Paulo,45.583333333333336,13,55.089999999999996,11,38.82,14
13,Santos,45.12833333333333,14,61.82,5,46.0,8
14,Botafogo,44.54833333333334,15,49.091666666666676,13,41.40166666666667,12
15,Juventude,43.458333333333336,16,40.27333333333333,18,36.51166666666666,17
16,Goiás,40.491666666666674,17,43.673333333333325,17,39.30833333333334,13
17,América-MG,39.218333333333334,18,55.31,9,31.236666666666665,20
18,Avaí,38.74666666666667,19,45.18333333333334,16,36.92666666666667,16
19,Cuiabá,32.018333333333324,20,36.96333333333333,19,35.41833333333333,19
