,clube,xG_mean,xG_total
0,Palmeiras,1.7641785456829064,38.81192800502398
1,Atlético-MG,1.6085204236705473,36.99596974442257
2,Flamengo,1.6426327983742781,36.137921564234134
3,Internacional,1.5026351341938409,34.56060808645833
4,Bragantino,1.44466907180713,33.227388651563984
5,São Paulo,1.3356802717522203,30.720646250301048
6,Atlético-GO,1.311465613207332,30.16370910376865
7,Santos,1.3082844374253337,30.090542060782663
8,América-MG,1.2898848698918102,29.667352007511628
9,Fortaleza,1.2878018070752153,29.619441562729968
10,Coritiba,1.276593441619121,29.36164915723979
11,Fluminense,1.275845900491461,29.344455711303617
12,Ceará,1.1894752839396623,27.357931530612227
13,Botafogo,1.1266265950790835,25.912411686818924
14,Juventude,1.1003148569074421,25.307241708871167
15,Cuiabá,1.059969251465223,24.379292783700112
16,Goiás,1.0558415503218146,24.28435565740172
17,Athletico-PR,1.0353687639818694,23.813481571582997
18,Corinthians,1.0316976854932327,23.72904676634436
19,Avaí,0.9818986596150728,22.58366917114668
