,atleta_id,apelido,ranking
0,98225,Pedro Raul,1
1,83433,Patrick,2
2,88312,Junior Alonso,3
3,68685,Alan Patrick,4
4,89840,Calleri,5
5,94968,Juninho Capixaba,6
6,42411,Cuca,7
7,71844,Thiago Galhardo,8
8,38398,Renato Augusto,9
9,72294,Everson,10
10,79113,Víctor Cuesta,11
11,101319,Guga,12
12,63289,Edenílson,13
13,96678,Bustos,14
14,78445,Renê,15
15,97900,Vitão,16
16,87887,Balbuena,17
17,95638,Marcelo Benevenuto,18
18,71571,Fernando Miguel,19
19,101995,Brítez,20
