,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,América-MG,9,86.67
2,Flamengo,3,86.67
3,Fortaleza,13,86.67
4,Fluminense,2,66.67
5,Internacional,5,60.0
6,Goiás,11,53.33
7,Santos,8,53.33
8,Corinthians,4,46.67
9,Athletico-PR,6,46.67
10,Botafogo,14,40.0
11,Atlético-GO,19,33.33
12,Cuiabá,16,26.67
13,São Paulo,12,26.67
14,Juventude,20,26.67
15,Bragantino,10,26.67
16,Coritiba,18,20.0
17,Atlético-MG,7,20.0
18,Avaí,17,13.33
19,Ceará,15,13.33
