,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Corinthians,71.49333333333334,1,79.53,2,63.45666666666667,1
1,Coritiba,68.09083333333334,2,89.345,1,46.836666666666666,9
2,Atlético-MG,65.83416666666668,3,71.34333333333335,7,60.325,2
3,Santos,61.710833333333326,4,77.05666666666666,5,46.365,10
4,Palmeiras,61.06999999999999,5,70.97999999999999,8,51.160000000000004,6
5,Bragantino,60.97416666666667,6,62.873333333333335,10,59.075,4
6,São Paulo,58.528333333333336,7,78.11,3,38.946666666666665,14
7,Flamengo,57.845,8,73.2,6,42.49,12
8,Internacional,55.44500000000001,9,62.890000000000015,9,48.00000000000001,8
9,América-MG,53.03083333333333,10,77.945,4,28.116666666666664,19
10,Avaí,51.971666666666664,11,54.47333333333333,12,49.470000000000006,7
11,Botafogo,51.56166666666668,12,43.85000000000001,14,59.27333333333335,3
12,Cuiabá,47.100833333333334,13,37.475,15,56.72666666666667,5
13,Fluminense,46.8475,14,49.585,13,44.10999999999999,11
14,Athletico-PR,41.957499999999996,15,55.79,11,28.125,18
15,Atlético-GO,37.31166666666667,16,35.78333333333333,17,38.84,15
16,Juventude,36.218333333333334,17,36.32666666666667,16,36.11,17
17,Goiás,34.64666666666667,18,31.200000000000003,19,38.093333333333334,16
18,Ceará,32.754999999999995,19,24.654999999999994,20,40.855000000000004,13
19,Fortaleza,29.345,20,32.019999999999996,18,26.669999999999998,20
