,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,48.90871541013919,28.60493157013076,20.30378384000843
1,Flamengo,46.47134913331112,26.87189161635628,19.599457516954843
2,Atlético-MG,44.27714762128414,26.397908057828808,17.879239563455336
3,Internacional,44.04359665598119,33.371318488940126,10.672278167041064
4,São Paulo,40.171022443636716,32.99148699390945,7.179535449727268
5,Fluminense,38.573329220402606,32.64079528895641,5.932533931446194
6,Fortaleza,37.941595453364585,34.7087629143147,3.2328325390498875
7,Bragantino,40.30558357842354,37.2927812838406,3.01280229458294
8,Corinthians,33.513000659372274,33.11785535185179,0.3951453075204867
9,América-MG,40.47268784426264,40.75383787376548,-0.2811500295028395
10,Atlético-GO,40.12817453480475,43.444715967256926,-3.3165414324521763
11,Ceará,34.57233559545395,38.235228521291745,-3.662892925837795
12,Santos,36.94185256808905,41.38227084170943,-4.440418273620381
13,Botafogo,34.794878800491915,39.618630504566994,-4.823751704075079
14,Coritiba,34.90196877621507,39.7687829204092,-4.86681414419413
15,Cuiabá,30.857958688109736,36.06083858789145,-5.202879899781717
16,Athletico-PR,31.23900214155907,43.53175096185945,-12.292748820300382
17,Avaí,32.299645825572874,45.411249292980884,-13.11160346740801
18,Juventude,30.983772138260186,44.441793715944435,-13.45802157768425
19,Goiás,28.915855134421015,51.6666414693507,-22.750786334929685
