,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Goiás,Avaí,56.53536733708376,22.703955896118934,20.760291466666988,35.985542277271286,15.878876133256448
1,Corinthians,Palmeiras,23.50974073256515,32.115798121397404,44.37445880334707,33.735917398834495,49.51639588664388
2,Cuiabá,Juventude,47.75475120694572,35.862290494176655,16.38295751867779,64.22486705656287,37.710186230968425
3,Botafogo,Atlético-GO,49.373563358677416,27.58524855743482,23.04116325214546,42.84855149886545,25.149474757945423
4,Coritiba,Atlético-MG,40.50565739875912,26.042495205882094,33.45181040955017,28.754474526794453,24.704399374257456
5,Flamengo,Athletico-PR,57.48174387833775,24.547674023738416,17.970456411559212,45.373290521357,19.50537255661735
6,São Paulo,Bragantino,47.944172989206194,23.884044688957896,28.171593369233694,28.708196400487218,18.315340179788013
7,Ceará,Fortaleza,40.097131472959106,34.65005302573336,25.252814951397017,50.783257189823374,39.10352189178109
8,América-MG,Santos,26.5928911748705,36.10117536932024,37.30593323229442,42.49591045197627,51.09366981067832
9,Internacional,Fluminense,42.830472757627135,25.967397289566698,31.20208686898064,30.407860736001428,23.67877384038088
