,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Ceará,Fluminense,30.434071198197284,28.318945617805873,41.24697268684294,28.715415607488115,35.72525176004173
1,Botafogo,Cuiabá,48.87676867569751,31.763823134287673,19.35940442473022,54.90382711724913,31.960838706547783
2,São Paulo,Atlético-MG,44.130309985486534,30.484002122507952,25.385683287099592,44.7634382271311,31.306818257511043
3,América-MG,Internacional,30.705641278031038,30.269941809676048,39.0244136189545,33.13045242512424,38.90270212552582
4,Palmeiras,Fortaleza,64.02987518072561,25.28194363678799,10.688119605544145,63.91526419791788,21.93268135833332
5,Athletico-PR,Goiás,51.099054427394165,25.398246383738133,23.502616805092774,37.862817869935235,20.963240886822636
6,Juventude,Coritiba,30.3094801131227,29.497327367512337,40.193187226293134,31.253213201056614,37.948717912047144
7,Atlético-GO,Santos,28.594032140429697,31.356872903224602,40.049092809616724,34.368087563953445,42.63750184439925
8,Avaí,Bragantino,30.11516455273454,26.091695336096453,43.793098013833855,23.616531385291267,31.646209433819454
9,Flamengo,Corinthians,55.15954182970793,27.591501621377034,17.248928946013166,52.405861136658274,24.747802443469848
