,clube,xG_mean,xG_total
0,Atlético-MG,1.8870894282048436,13.2096259974339
1,Palmeiras,1.9792968557359771,11.875781134415861
2,Flamengo,1.775593874273463,10.653563245640779
3,Coritiba,1.4629749266593401,10.240824486615379
4,Atlético-GO,1.4529730155156866,10.1708111086098
5,São Paulo,1.4466365968879384,10.126456178215566
6,Avaí,1.2678243653732877,8.874770557613019
7,Internacional,1.2512607688940367,8.75882538225826
8,Santos,1.2032498004770376,8.422748603339265
9,Ceará,1.3881441555904355,8.328864933542619
10,Fortaleza,1.3430631650080411,8.058378990048244
11,Bragantino,1.091780848483682,7.642465939385771
12,Botafogo,1.0560417250762675,7.392292075533873
13,Fluminense,1.0448374027566327,7.313861819296429
14,Cuiabá,1.0181590658700972,7.127113461090677
15,América-MG,1.0095655466170854,7.066958826319597
16,Juventude,1.0011761791654106,7.008233254157872
17,Goiás,0.9813416984774512,6.8693918893421575
18,Athletico-PR,0.9572855241820101,6.700998669274073
19,Corinthians,0.8592379623116398,6.01466573618148
