,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.303333333333334,5.555
1,Abner Vinícius,104513,Athletico-PR,LAT,3.233333333333333,3.633333333333333
2,Ademir,101314,Atlético-MG,ATA,2.1,0.7000000000000001
3,Aderlan,88423,Bragantino,LAT,7.75,3.55
4,Adrián Martínez,104778,Coritiba,ATA,4.366666666666666,4.3
5,Adson,111682,Corinthians,MEI,6.325,0.7999999999999999
6,Airton,106107,Atlético-GO,ATA,6.6000000000000005,4.050000000000001
7,Alan Empereur,88033,Cuiabá,ZAG,5.0,-1.9999999999999998
8,Alan Patrick,68685,Internacional,MEI,4.8,7.7
9,Alef Manga,101254,Coritiba,ATA,4.1,3.75
10,Alemão,98219,Internacional,ATA,3.3,2.0
11,Alerrandro,101715,Bragantino,ATA,11.15,10.466666666666667
12,Alesson,97321,Cuiabá,ATA,8.5,0.5
13,Alexandre Jesus,107044,Fluminense,ATA,1.75,-0.25
14,Allan,96652,Atlético-MG,MEI,2.8,1.15
15,Aloísio,73850,América-MG,ATA,7.2,2.35
16,Alê,86388,América-MG,MEI,0.30000000000000004,3.4000000000000004
17,Andreas Pereira,89274,Flamengo,MEI,0.65,5.95
18,André,68690,Cuiabá,ATA,6.949999999999999,-0.45
19,André,107498,Fluminense,MEI,4.25,5.25
20,André Anderson,106803,São Paulo,MEI,0.9,-0.1
21,André Luís,92146,Cuiabá,ATA,4.633333333333333,1.7249999999999999
22,Andrés,110517,São Paulo,MEI,3.1,0.0
23,Andrés Hurtado,110715,Bragantino,LAT,1.6,0.7
24,Antonio Mohamed,71071,Atlético-MG,TEC,5.35,5.366666666666666
25,António Oliveira,111578,Cuiabá,TEC,5.55,2.26
26,Arboleda,91573,São Paulo,ZAG,0.9,4.1
27,Arias,99815,Fluminense,MEI,5.449999999999999,1.6
28,Arrascaeta,87863,Flamengo,MEI,7.8999999999999995,0.9500000000000001
29,Arthur Chaves,111412,Avaí,ZAG,1.0,2.8333333333333335
30,Arthur Henrique,86629,Atlético-GO,LAT,1.0,-1.0
31,Artur,95799,Bragantino,ATA,9.700000000000001,7.0
32,Atuesta ,96754,Palmeiras,MEI,0.46666666666666673,-0.2333333333333333
33,Auremir,77570,Goiás,MEI,2.9499999999999997,1.0
34,Auro,88540,Santos,LAT,1.0,-0.8
35,Ayrton Lucas,88393,Flamengo,LAT,9.933333333333334,1.0499999999999998
36,Baralhas,99440,Atlético-GO,MEI,3.466666666666667,0.2666666666666667
37,Barreto,89224,Botafogo,MEI,3.9,0.0
38,Bento,105208,Athletico-PR,GOL,5.0,7.75
39,Bernardo,112368,Coritiba,MEI,1.05,1.2
40,Bissoli,100762,Avaí,ATA,9.100000000000001,2.3000000000000003
41,Boschilia,86841,Internacional,MEI,0.7,0.0
42,Breno Lopes,93988,Palmeiras,ATA,1.1,1.9666666666666668
43,Bressan,72491,Avaí,ZAG,0.4333333333333331,2.2
44,Bruninho,101716,Juventude,MEI,0.4,1.2
45,Bruno Cortez,72079,Avaí,LAT,2.55,1.9666666666666666
46,Bruno Henrique,90285,Flamengo,ATA,5.1,10.3
47,Bruno Melo,84339,Corinthians,LAT,6.2,0.5
48,Bruno Méndez,103700,Corinthians,ZAG,6.1,1.8
49,Bruno Oliveira,103996,Santos,MEI,1.8333333333333333,2.9
50,Bruno Pacheco,90061,Ceará,LAT,8.4,4.066666666666666
51,Bruno Silva,68698,Avaí,MEI,3.233333333333333,2.466666666666667
52,Bruno Tubarão,93637,Bragantino,ATA,-1.3,0.0
53,Bustos,96678,Internacional,LAT,6.65,5.2
54,Caetano,103575,Goiás,ZAG,2.625,3.9
55,Caio,101601,Goiás,MEI,1.75,1.75
56,Caio Paulista,102318,Fluminense,ATA,4.075,2.266666666666667
57,Caio Vidal,107745,Internacional,ATA,0.4,2.9
58,Calebe,109461,Atlético-MG,MEI,2.0,4.05
59,Calleri,89840,São Paulo,ATA,1.45,0.6
60,Camacho,68770,Santos,MEI,1.8666666666666665,2.1
61,Camilo,104519,Cuiabá,MEI,1.3666666666666665,3.0
62,Cano,79631,Fluminense,ATA,10.2,1.9333333333333336
63,Canobbio,102928,Athletico-PR,ATA,0.9,2.95
64,Cantillo,85315,Corinthians,MEI,1.8249999999999997,2.4333333333333336
65,Capixaba,94894,Juventude,ATA,4.0,2.1999999999999997
66,Carlos Alberto,106704,América-MG,ATA,3.4,2.2
67,Carlos Eduardo,90917,Bragantino,ATA,2.2,0.6000000000000001
68,Carlos Sánchez,81677,Santos,MEI,-0.25,-1.5
69,Carlos de Pena,87242,Internacional,ATA,0.9666666666666668,6.0
70,Ceballos,115502,Fortaleza,ZAG,7.3,4.666666666666667
71,Chay,104926,Botafogo,MEI,2.966666666666667,0.5
72,Chico,82407,Juventude,MEI,2.0,1.7
73,Churín,98289,Atlético-GO,ATA,3.6,4.325
74,Clayton,106931,Coritiba,ATA,2.9,5.4
75,Cleiton,93882,Bragantino,GOL,3.0,3.25
76,Cléber,104125,Ceará,ATA,4.0,2.6
77,Conti,100943,América-MG,ZAG,4.366666666666666,-0.16666666666666666
78,Copete,77959,Avaí,ATA,0.10000000000000003,0.0
79,Cris Silva,89668,Fluminense,LAT,0.8,0.0
80,Cuello,98909,Athletico-PR,ATA,2.5,3.033333333333333
81,Cássio,42234,Corinthians,GOL,7.5,0.0
82,César,91422,Juventude,GOL,4.0,4.25
83,DG,109199,Botafogo,LAT,-1.4,0.0
84,Da Silva,107251,Goiás,ZAG,10.2,-1.4
85,Dadá Belmonte,94263,Goiás,ATA,1.6666666666666667,3.5
86,Daniel,96468,Internacional,GOL,4.8999999999999995,4.5
87,Daniel Borges,73318,Botafogo,LAT,2.6,0.6666666666666666
88,Daniel Cruz,112734,Botafogo,ATA,1.1,-0.1
89,Daniel Guedes ,88225,Cuiabá,LAT,6.6,1.9
90,Danilo,107231,Palmeiras,MEI,4.333333333333333,1.5999999999999999
91,Danilo Avelar,72142,América-MG,ZAG,3.6,0.8250000000000002
92,Danilo Barcelos,84382,Goiás,LAT,3.266666666666667,2.1
93,David,90309,Internacional,ATA,3.0666666666666664,3.9499999999999997
94,David Braz,50317,Fluminense,ZAG,-2.1,0.0
95,David Luiz,52827,Flamengo,ZAG,5.0,0.4
96,Del Piage,107972,Botafogo,MEI,2.8333333333333326,2.7
97,Dentinho,50428,Ceará,ATA,0.04999999999999999,1.1
98,Dentinho,115806,Avaí,ATA,0.1,-0.5
99,Depietri,114138,Fortaleza,ATA,0.4,-0.6
100,Diego,38909,Flamengo,MEI,3.9000000000000004,0.09999999999999999
101,Diego,101027,Goiás,MEI,2.2,3.1
102,Diego,101728,São Paulo,ZAG,2.066666666666667,0.4
103,Diego,115678,Coritiba,LAT,1.9333333333333333,2.6
104,Diego Alves,38509,Flamengo,GOL,6.0,-1.5
105,Dorival Júnior,40990,Flamengo,TEC,7.883333333333333,2.5300000000000002
106,Douglas Borges,78893,Botafogo,GOL,0.0,0.0
107,Douglas Friedrich,78584,Avaí,GOL,-1.0,8.0
108,Du Queiroz,113687,Corinthians,MEI,4.45,1.6
109,Dudu,68920,Palmeiras,ATA,1.8,2.775
110,Dudu,97133,Atlético-GO,LAT,0.7,0.0
111,Edenílson,63289,Internacional,MEI,5.2,5.550000000000001
112,Eder,91521,São Paulo,ATA,0.36666666666666664,0.03333333333333333
113,Edinho,80193,Juventude,ATA,-0.75,1.0
114,Edson ,80370,Atlético-GO,MEI,3.8000000000000003,0.7250000000000001
115,Edson Fernando,105901,Atlético-GO,MEI,1.0,2.1333333333333333
116,Eduardo,91688,Avaí,MEI,4.1000000000000005,0.6
117,Eduardo Barroca,77774,Avaí,TEC,3.9675000000000002,2.8800000000000003
118,Eduardo Bauermann,86970,Santos,ZAG,3.3666666666666667,1.6
119,Eduardo Sasha,70360,Atlético-MG,ATA,1.175,6.65
120,Egídio,42145,Coritiba,LAT,-0.5,3.2
121,Elton,38588,Cuiabá,ATA,0.75,1.9
122,Elton,71719,Juventude,MEI,1.0,-0.3
123,Elvis,73347,Goiás,MEI,2.0000000000000004,0.2
124,Eric Ramires,103295,Bragantino,MEI,-0.45,2.0
125,Erick,97810,Ceará,ATA,3.266666666666667,0.6
126,Erick,98022,Athletico-PR,MEI,5.433333333333334,2.6
127,Erison,108422,Botafogo,ATA,1.8499999999999999,2.0
128,Everaldo ,91151,América-MG,ATA,1.0999999999999999,4.366666666666666
129,Everson,72294,Atlético-MG,GOL,4.375,5.0
130,Everton,50301,Cuiabá,MEI,0.1,0.0
131,Everton Ribeiro,51772,Flamengo,MEI,4.266666666666667,2.3249999999999997
132,Fabián Bustos,107645,Santos,TEC,3.91,3.09
133,Fabrício,105171,Coritiba,ATA,2.6500000000000004,2.2
134,Fagner,42500,Corinthians,LAT,5.3,0.0
135,Felipe,91733,Fortaleza,MEI,-0.85,7.9
136,Felipe Augusto,111408,Corinthians,ATA,0.30000000000000004,0.0
137,Felipe Azevedo,60825,América-MG,ATA,1.1333333333333333,1.175
138,Felipe Jonatan,101708,Santos,LAT,1.55,0.9
139,Felipe Marques,101054,Cuiabá,ATA,2.95,0.26666666666666666
140,Felipe Melo,38545,Fluminense,ZAG,1.6333333333333335,4.55
141,Fellipe Bastos,70116,Goiás,MEI,0.5333333333333333,2.7
142,Fernando Diniz,72391,Fluminense,TEC,6.260000000000001,4.473333333333334
143,Fernando Miguel,71571,Fortaleza,GOL,11.0,8.0
144,Fernando Sobral,84428,Ceará,MEI,0.5,2.166666666666667
145,Flávio,105608,América-MG,MEI,1.8,0.0
146,Fred,38162,Fluminense,ATA,3.8,0.0
147,Fábio,37656,Fluminense,GOL,6.375,4.166666666666667
148,Fábio Gomes,100641,Atlético-MG,ATA,1.0,0.0
149,Fábio Santos,38229,Corinthians,LAT,8.825000000000001,-0.16666666666666666
150,Gabriel,78605,Internacional,MEI,6.666666666666667,3.4
151,Gabriel,83257,Flamengo,ATA,9.45,0.7333333333333334
152,Gabriel,98976,São Paulo,MEI,1.0999999999999999,-0.3
153,Gabriel Lacerda,108176,Ceará,ZAG,1.2,2.15
154,Gabriel Menino,103767,Palmeiras,MEI,2.2333333333333334,4.4
155,Gabriel Noga,107107,Atlético-GO,ZAG,-0.2,0.0
156,Gabriel Novaes,109639,Bragantino,ATA,1.2,0.0
157,Gabriel Veron,103764,Palmeiras,ATA,6.7,4.566666666666666
158,Galarza,108528,Coritiba,MEI,3.3499999999999996,3.5
159,Ganso,62977,Fluminense,MEI,0.8000000000000002,3.1
160,Gatito Fernández,74061,Botafogo,GOL,3.1666666666666665,5.166666666666667
161,Geovane,105336,Ceará,MEI,-0.1,2.65
162,Gil,68923,Corinthians,ZAG,8.033333333333333,3.55
163,Giovane,117849,Corinthians,ATA,-0.5,-0.3
164,Giuliano,51548,Corinthians,MEI,0.875,0.7999999999999999
165,Gomes,107109,Flamengo,MEI,2.1666666666666665,5.05
166,Guga,101319,Atlético-MG,LAT,6.766666666666666,4.9
167,Guilherme Arana,87228,Atlético-MG,LAT,2.3666666666666667,5.833333333333333
168,Guilherme Biro,107555,Coritiba,LAT,-0.3333333333333333,0.0
169,Guilherme Castilho,101798,Atlético-MG,MEI,-0.2,-1.5
170,Guillermo de los Santos,87238,Coritiba,ZAG,3.3,2.25
171,Gustavo,108201,América-MG,MEI,2.2,0.4
172,Gustavo Garcia,107225,Palmeiras,LAT,0.7,6.1
173,Gustavo Gómez,71684,Palmeiras,ZAG,9.333333333333334,4.75
174,Gustavo Henrique,78248,Flamengo,ZAG,9.6,0.4
175,Gustavo Mantuan,110270,Corinthians,MEI,4.566666666666666,2.5999999999999996
176,Gustavo Morínigo,88881,Coritiba,TEC,3.54,3.6100000000000003
177,Gustavo Mosquito,97450,Corinthians,ATA,2.5,6.4
178,Gustavo Santos,112831,Avaí,ATA,0.9,0.0
179,Gustavo Sauer,85993,Botafogo,ATA,0.6,0.0
180,Gustavo Scarpa,87999,Palmeiras,MEI,5.566666666666666,6.875
181,Habraão,115270,Fortaleza,ZAG,6.0,9.399999999999999
182,Hayner,91856,Atlético-GO,LAT,0.5,1.675
183,Heitor,104649,Internacional,LAT,14.2,4.9
184,Helinho,102598,Bragantino,ATA,4.75,0.0999999999999999
185,Henrique,50856,Coritiba,ZAG,0.04999999999999993,0.0
186,Henrique Almeida,68773,América-MG,ATA,7.949999999999999,0.0
187,Hugo,109668,Botafogo,LAT,4.1000000000000005,4.5
188,Hugo Moura,101594,Athletico-PR,MEI,4.233333333333333,3.266666666666667
189,Hulk,39148,Atlético-MG,ATA,3.466666666666667,5.8999999999999995
190,Hyoran,85931,Bragantino,MEI,10.233333333333334,4.033333333333333
191,Hércules,116447,Fortaleza,MEI,0.9,1.2
192,Igor Cariús,91639,Cuiabá,LAT,4.4,-0.2
193,Igor Gomes,100084,São Paulo,MEI,1.2666666666666668,1.1666666666666667
194,Igor Paixão,104530,Coritiba,ATA,7.466666666666666,4.3
195,Igor Rabello,89493,Atlético-MG,ZAG,7.300000000000001,3.2
196,Igor Torres,110303,Fortaleza,ATA,-0.3,-0.5
197,Igor Vinícius,95466,São Paulo,LAT,5.6,3.1666666666666665
198,Iury Castilho,89695,Ceará,ATA,5.0,1.1
199,Jadsom Silva,103695,Bragantino,MEI,0.7999999999999999,0.033333333333333326
200,Jadson,80129,Juventude,MEI,0.95,2.7
201,Jailson,72290,América-MG,GOL,8.0,-1.0
202,Jair,81091,Atlético-MG,MEI,2.6333333333333333,2.8
203,Jair Ventura,92180,Goiás,TEC,3.6799999999999997,4.095
204,Jan Hurtado,105301,Bragantino,ATA,2.2,1.5
205,Jandrei,86508,São Paulo,GOL,4.625,3.0
206,Jean,89150,Juventude,MEI,6.6,2.375
207,Jean Cléber,73858,Avaí,MEI,0.7999999999999999,0.5333333333333333
208,Jean Pyerre,98832,Avaí,MEI,2.733333333333333,1.2
209,Jefferson,95220,Atlético-GO,LAT,2.033333333333333,4.1
210,Jeffinho,107170,Botafogo,ATA,1.0999999999999999,-0.25
211,Jhojan Julio,100074,Santos,ATA,2.9,0.0
212,Joaquim,109563,Cuiabá,ZAG,10.25,4.366666666666667
213,Joel Carli,93414,Botafogo,ZAG,2.45,2.8
214,John Kennedy,110759,Fluminense,ATA,2.0,-0.09999999999999998
215,John Mercado,115958,Athletico-PR,ATA,-0.2,0.0
216,Johnny,106002,Internacional,MEI,2.8,1.7666666666666666
217,Jonathan Cafu,78580,Cuiabá,ATA,0.8,1.4
218,Jorginho,70323,Atlético-GO,TEC,3.91,3.3725000000000005
219,Jorginho,77544,Atlético-GO,MEI,3.65,4.475
220,José Hugo,116056,Coritiba,ATA,0.25,0.0
221,José Welison,86859,Fortaleza,MEI,4.3999999999999995,0.7999999999999999
222,João Lucas,104257,Cuiabá,LAT,11.466666666666667,1.15
223,João Paulo,85425,Santos,GOL,4.333333333333333,1.0
224,João Ricardo,81881,Ceará,GOL,1.0,3.0
225,João Victor,112060,Ceará,ATA,1.1,0.0
226,Juan Pablo,114497,Goiás,LAT,6.0,2.4
227,Juan Vojvoda,104754,Fortaleza,TEC,5.45,3.9375
228,Juninho,82381,América-MG,MEI,2.9,1.375
229,Juninho Capixaba,94968,Fortaleza,LAT,9.45,3.2249999999999996
230,Junior Alonso,88312,Atlético-MG,ZAG,3.325,5.25
231,Júnior Moraes,93014,Corinthians,ATA,0.0,3.1
232,Kaiky,111637,Santos,ZAG,1.0,0.0
233,Kanu,98484,Botafogo,ZAG,3.05,7.6
234,Kayque,110962,Botafogo,MEI,7.15,0.5
235,Kaíque Rocha,103684,Internacional,ZAG,-1.0,4.8
236,Kelvyn,102464,Ceará,LAT,0.6,0.0
237,Keno,86485,Atlético-MG,ATA,5.8999999999999995,-0.09999999999999998
238,Kevin,91888,Avaí,LAT,3.7249999999999996,5.5
239,Khellven ,105175,Athletico-PR,LAT,2.266666666666667,12.35
240,Landázuri,94787,Fortaleza,LAT,6.2,1.5
241,Lima,96340,Ceará,MEI,7.433333333333334,1.15
242,Luan,80692,Palmeiras,ZAG,3.0,3.175
243,Luan,102909,São Paulo,MEI,-0.3,0.0
244,Luan Cândido,100848,Bragantino,LAT,8.333333333333334,10.200000000000001
245,Luan Dias,107416,Goiás,MEI,1.0333333333333334,0.45000000000000007
246,Luan Patrick,106835,América-MG,ZAG,4.2,1.75
247,Lucas Barbosa,112886,Santos,MEI,6.9,0.2
248,Lucas Braga,99119,Santos,ATA,3.9,3.7
249,Lucas Crispim,88597,Fortaleza,MEI,2.1,0.4749999999999999
250,Lucas Evangelista,84674,Bragantino,MEI,2.733333333333333,4.1499999999999995
251,Lucas Fernandes,94931,Botafogo,MEI,2.7,0.95
