,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
3558,22,68952,Marinho,Flamengo,ATA,7.09,24.3,3.47,15.004090909090907,3.9393939393939386,25.76275880279244,13.080667552465394,7.245714285714285,5.182974713365793,0.450227637428764,10.79126213592233,9.0,44.142587110938386,17.4863508736314,44.77442121364637,visitante,0.0,2.6068181818181815,0.0,13.300000000000002,0.8,3.2372357723577228,3.3005825242718445,0,1.0
3743,22,83257,Gabriel,Flamengo,ATA,11.16,-0.2,-1.32,27.03318181818182,11.266233766233766,24.857217214047807,13.080667552465394,11.496999999999998,12.784670959635624,0.2790106449755871,10.79126213592233,9.0,44.142587110938386,17.4863508736314,44.77442121364637,visitante,0.0,2.7218181818181817,0.0,2.8666666666666667,1.9333333333333331,3.2372357723577228,3.3005825242718445,0,1.0
2363,22,93716,Paulo Henrique,Juventude,LAT,5.02,0.0,0.0,4.545454545454546,0.5681818181818182,29.998675278544393,13.614148914392505,1.6890476190476191,5.7952605882586425,0.4628734596277335,10.79126213592233,6.0,29.57494091268302,28.666173934671303,44.77442121364637,mandante,3.933766233766234,0.0,0.0,4.9,3.7,3.2372357723577228,3.3005825242718445,0,1.0
3644,22,101715,Alerrandro,Bragantino,ATA,6.33,0.0,0.0,14.995454545454544,10.303030303030305,25.92269232062479,13.080667552465394,7.837142857142856,6.2159513319265045,0.6147397800935945,10.79126213592233,6.0,54.544450185888316,28.666173934671303,44.77442121364637,mandante,4.760714285714285,0.0,0.0,9.25,18.6,3.2372357723577228,3.3005825242718445,0,1.0
2367,22,107110,Natan,Bragantino,ZAG,8.37,0.0,0.0,13.636363636363635,1.5584415584415583,32.002061006737534,13.857752580024805,3.645238095238096,6.2159513319265045,0.4472332641567636,10.79126213592233,6.0,54.544450185888316,28.666173934671303,44.77442121364637,mandante,5.887499999999998,0.0,0.0,6.5,2.1666666666666665,3.2372357723577228,3.3005825242718445,0,1.0
2422,22,68923,Gil,Corinthians,ZAG,7.42,0.0,0.0,0.0,0.0,34.932014863207044,13.942900753408274,4.185714285714285,4.498174954893533,0.3315728624303979,10.79126213592233,9.0,44.142587110938386,28.290702032510772,44.77442121364637,visitante,0.0,5.108333333333333,0.0,3.85,1.05,3.2372357723577228,3.3005825242718445,0,1.0
2419,22,101600,Alex,Santos,ZAG,4.02,0.0,0.0,0.0,0.0,34.37373737373737,15.253578476084874,0.0,3.91800313065322,1.9000000000000008,10.79126213592233,7.0,48.358500945165396,28.666173934671303,44.77442121364637,mandante,0.0,0.0,0.0,0.0,0.0,3.2372357723577228,3.3005825242718445,0,1.0
4404,22,68991,Sasha,Fortaleza,MEI,6.07,7.0,-0.4,0.0,0.0,47.93525697248968,14.303582043454993,6.67,4.005553153235166,0.3960308606067812,10.79126213592233,4.0,36.01089513774111,28.666173934671303,44.77442121364637,mandante,2.3,0.0,0.0,0.0,4.0,3.2372357723577228,3.3005825242718445,0,1.0
2301,22,71680,Raúl Cáceres,América-MG,LAT,5.460000000000001,7.9,0.73,8.498181818181818,2.272727272727273,31.149787098989247,14.019762838815206,3.3,5.464423340141926,0.6318620873094023,10.79126213592233,6.0,44.142587110938386,17.48966634528189,44.77442121364637,visitante,0.0,3.875,0.0,2.766666666666667,1.8,3.2372357723577228,3.3005825242718445,0,1.0
4406,22,101573,Pepê,Cuiabá,MEI,6.67,6.7,0.25,0.0,0.0,37.835121501013546,13.080667552465394,8.306666666666667,6.60932983074838,0.4564005572692164,10.79126213592233,4.0,44.142587110938386,23.032417178723712,44.77442121364637,visitante,0.0,3.1636363636363636,0.0,6.133333333333333,1.1666666666666667,3.2372357723577228,3.3005825242718445,0,1.0
