,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,Internacional,3,73.33
2,Athletico-PR,4,60.0
3,Ceará,15,60.0
4,Corinthians,2,53.33
5,Bragantino,9,53.33
6,Atlético-GO,17,46.67
7,Avaí,7,46.67
8,São Paulo,5,40.0
9,Santos,8,40.0
10,Flamengo,10,40.0
11,Goiás,16,40.0
12,Atlético-MG,6,40.0
13,Coritiba,12,33.33
14,Fortaleza,20,33.33
15,América-MG,13,33.33
16,Fluminense,11,26.67
17,Juventude,19,26.67
18,Cuiabá,18,26.67
19,Botafogo,14,20.0
