,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'A': 3, 'DS': 11, 'FC': 8, 'FD': 4, 'FF': 7, 'FS': 16, 'FT': 1, 'G': 1, 'I': 1, 'PI': 51, 'PP': 1}",94509,14,275,4,7,2.2,14.72,-1.22,5.74,8,,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,Provável
1,"{'DE': 42, 'DS': 1, 'GS': 6, 'SG': 7}",42234,14,264,1,7,7.0,12.41,0.18,6.02,12,,cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png,Provável
2,"{'DE': 31, 'GS': 10, 'SG': 5}",71631,14,275,1,7,0.0,10.28,-0.3,4.18,11,,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,Provável
3,"{'DS': 1, 'FC': 1, 'FF': 1, 'FS': 2, 'I': 1, 'PI': 19, 'SG': 1}",101708,14,277,2,6,4.5,4.73,0.5,1.43,4,,felipe-jonatan,Felipe Jonatan,F. Jonatan,Felipe Jonatan Rocha Andrade,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,Nulo
4,{},82792,14,280,6,7,3.89,10.72,-0.09,4.42,13,,mauricio-barbieri,Maurício Barbieri,M. Barbieri,Maurício Nogueira Barbieri,https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,Provável
5,"{'CA': 3, 'DS': 16, 'FC': 9, 'FD': 1, 'FF': 4, 'FS': 8, 'PI': 42, 'SG': 2}",98484,14,263,3,7,2.6,3.97,-0.33,2.3,12,,kanu,Kanu,Kanu,Victor Hugo Soares dos Santos,https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png,Provável
6,"{'CA': 4, 'CV': 1, 'DS': 30, 'FC': 14, 'FD': 1, 'FF': 2, 'FS': 13, 'PC': 2, 'PI': 125, 'SG': 3}",104257,14,1371,2,2,1.0,6.07,-1.05,3.15,11,,joao-lucas,João Lucas,J. Lucas,João Lucas de Almeida Carvalho,https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png,Dúvida
7,"{'A': 2, 'CA': 3, 'DS': 20, 'FC': 13, 'FF': 1, 'FS': 12, 'PI': 71, 'SG': 3}",38144,14,276,2,7,6.9,9.49,1.13,3.21,13,,rafinha,Rafinha,Rafinha,Márcio Rafael Ferreira de Souza,https://s.glbimg.com/es/sde/f/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png,Provável
8,"{'CA': 1, 'DS': 2, 'FC': 1, 'FS': 1, 'PI': 10, 'SG': 2}",42500,14,264,2,2,4.5,9.81,-0.14,5.3,2,,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2022/04/27/95fc5f697734bd603edc509a2d4bba7c_FORMATO.png,Dúvida
9,"{'A': 1, 'CA': 4, 'DS': 10, 'FC': 17, 'FD': 1, 'FF': 9, 'FS': 7, 'PC': 1, 'PI': 68, 'SG': 5}",87228,14,282,2,7,0.2,11.27,-0.99,4.11,9,,guilherme-arana,Guilherme Arana,G. Arana,Guilherme Antonio Arana Lopes,https://s.glbimg.com/es/sde/f/2021/05/02/282a160d63e94aaad12311a7c3bbf3f0_FORMATO.png,Provável
10,"{'CA': 3, 'DE': 44, 'DS': 1, 'FS': 2, 'GS': 12, 'SG': 3}",85425,14,277,1,7,0.0,12.92,0.0,3.85,12,,joao-paulo,João Paulo,J. Paulo,João Paulo Silva Martins,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,Provável
11,"{'A': 1, 'CA': 3, 'DS': 9, 'FC': 6, 'FD': 2, 'FF': 1, 'FS': 2, 'PI': 28}",90444,14,285,2,7,0.0,4.85,0.0,3.1,4,,moises,Moisés,Moisés,Moisés Roberto Barbosa,https://s.glbimg.com/es/sde/f/2022/04/02/bc9c2d703de12aa0ab9a2ebf1a477872_FORMATO.png,Provável
12,"{'CA': 3, 'DS': 3, 'FC': 7, 'FD': 6, 'FF': 9, 'FS': 9, 'FT': 1, 'G': 4, 'I': 10, 'PI': 50, 'PP': 1}",83257,14,262,5,7,9.5,11.11,1.64,3.53,12,,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.glbimg.com/es/sde/f/2022/04/25/8ce4db9e01696fbbc278bb084f675352_FORMATO.png,Provável
13,"{'A': 1, 'CA': 1, 'DS': 20, 'FC': 4, 'FD': 3, 'FF': 2, 'FS': 10, 'PI': 53, 'SG': 4}",102130,14,275,2,7,0.0,7.55,0.0,6.46,8,,piquerez,Piquerez,Piquerez,Joaquín Piquerez Moreira,https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,Provável
14,"{'CA': 2, 'CV': 1, 'DS': 22, 'FC': 11, 'FD': 2, 'FF': 8, 'FS': 13, 'PI': 80, 'SG': 1}",86864,14,327,2,7,1.6,3.99,-0.87,3.04,10,,marlon,Marlon ,Marlon ,Marlon Matheus Lopes do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,Provável
