,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,74.47166666666666,1,82.18166666666667,2,58.653333333333336,2
1,Internacional,64.83666666666667,2,84.60000000000001,1,52.055,7
2,Corinthians,63.419999999999995,3,66.52833333333332,5,39.11,10
3,Botafogo,62.05500000000001,4,48.053333333333335,15,56.71,4
4,América-MG,56.435,5,63.87166666666666,7,56.03666666666666,5
5,Atlético-MG,55.326666666666675,6,54.96333333333333,10,57.181666666666665,3
6,Coritiba,54.345,7,61.58833333333333,9,32.525,17
7,Flamengo,52.583333333333336,8,76.76666666666665,3,54.52666666666667,6
8,São Paulo,50.39833333333333,9,50.943333333333335,12,49.035000000000004,8
9,Fluminense,48.76166666666666,10,71.81666666666666,4,27.16333333333333,19
10,Fortaleza,48.616666666666674,11,64.07333333333334,6,61.92499999999999,1
11,Athletico-PR,46.965,12,54.63833333333333,11,37.01833333333334,12
12,Bragantino,42.6,13,49.565,14,35.471666666666664,15
13,Santos,37.06666666666667,14,62.25,8,37.48499999999999,11
14,Cuiabá,36.416666666666664,15,50.45333333333334,13,34.54333333333334,16
15,Atlético-GO,35.961666666666666,16,38.56166666666666,18,35.69,14
16,Avaí,35.49666666666666,17,31.205,20,31.22,18
17,Goiás,34.14666666666667,18,41.255,17,48.27333333333333,9
18,Ceará,29.636666666666667,19,36.39333333333334,19,36.001666666666665,13
19,Juventude,27.433333333333334,20,47.94499999999999,16,20.415,20
