,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,30.30872260398146,17.2308687035151,13.077853900466362
1,Atlético-MG,25.236930801551903,14.58342641166144,10.653504389890463
2,Flamengo,24.55383920192187,15.693291616564021,8.86054758535785
3,Fortaleza,22.308037225373347,17.550853742774077,4.75718348259927
4,Bragantino,25.319386403118067,21.19471975876104,4.124666644357028
5,Fluminense,22.888775404987122,19.303084765071908,3.5856906399152138
6,Internacional,22.631594917754114,19.862776837977982,2.768818079776132
7,São Paulo,22.46132881026565,20.317768078680228,2.1435607315854206
8,Atlético-GO,23.158650557186377,22.09862311021166,1.0600274469747184
9,Santos,23.675414421294356,23.159009229110296,0.5164051921840596
10,Coritiba,21.681335275489587,22.01345458661573,-0.33211931112614224
11,Ceará,20.989199055712096,21.964542091762922,-0.9753430360508268
12,América-MG,21.134193516357247,23.89024374260415,-2.756050226246902
13,Juventude,18.3147439566834,22.568687466778414,-4.253943510095013
14,Botafogo,17.699377521176984,22.946937065635097,-5.247559544458113
15,Athletico-PR,18.09020488149621,23.377991428092514,-5.287786546596305
16,Corinthians,15.363997148088789,20.969934516124624,-5.6059373680358355
17,Cuiabá,16.168973055032133,23.24816405851882,-7.079191003486688
18,Avaí,17.626932916937257,25.7048319887746,-8.077899071837344
19,Goiás,16.79854610064187,28.730974575815225,-11.932428475173353
