,clube,ranking_clube,fase
0,Flamengo,5,100.0
1,Palmeiras,1,100.0
2,Fluminense,3,73.33
3,Corinthians,2,66.67
4,Fortaleza,17,66.67
5,Athletico-PR,4,66.67
6,Bragantino,8,60.0
7,América-MG,10,60.0
8,Santos,9,53.33
9,Ceará,14,46.67
10,Goiás,13,33.33
11,Internacional,6,33.33
12,Juventude,20,26.67
13,Atlético-MG,7,26.67
14,Botafogo,12,26.67
15,Avaí,16,26.67
16,Atlético-GO,19,20.0
17,São Paulo,11,20.0
18,Coritiba,15,20.0
19,Cuiabá,18,6.67
