,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
580,Adson,111682,Corinthians,MEI,0.0,3.2,Fortaleza,mandante,,
581,Alan Empereur,88033,Cuiabá,ZAG,0.0,5.3,Atlético-GO,mandante,0.0,
582,Alemão,98219,Internacional,ATA,0.0,9.8,Avaí,mandante,0.0,
583,Alê,86388,América-MG,MEI,0.0,1.6,Athletico-PR,mandante,,
584,Andreas Pereira,89274,Flamengo,MEI,0.0,1.4,Palmeiras,mandante,0.0,
585,André,68690,Cuiabá,ATA,0.0,1.1,Atlético-GO,mandante,0.0,
586,André Luís,92146,Cuiabá,ATA,0.0,0.0,Atlético-GO,mandante,0.0,
587,Apodi,51042,Goiás,MEI,0.0,4.0,Atlético-MG,mandante,0.0,
588,Arrascaeta,87863,Flamengo,MEI,0.0,5.8,Palmeiras,mandante,0.0,
589,Auremir,77570,Goiás,MEI,0.0,0.0,Atlético-MG,mandante,0.0,
590,Boschilia,86841,Internacional,MEI,0.0,3.1,Avaí,mandante,0.0,
591,Bruno Méndez,103700,Internacional,ZAG,0.0,0.0,Avaí,mandante,0.0,
592,Bruno Pacheco,90061,Ceará,LAT,0.0,0.0,Bragantino,mandante,,
593,Bustos,96678,Internacional,LAT,0.0,7.2,Avaí,mandante,0.0,
594,Caio,101601,Goiás,MEI,0.0,0.0,Atlético-MG,mandante,0.0,
595,Caio Vidal,107745,Internacional,ATA,0.0,0.0,Avaí,mandante,0.0,
596,Carlos de Pena,87242,Internacional,ATA,0.0,10.3,Avaí,mandante,0.0,
597,Cléber,104125,Ceará,ATA,0.0,0.0,Bragantino,mandante,,
598,Conti,100943,América-MG,ZAG,0.0,5.3,Athletico-PR,mandante,,
599,Cássio,42234,Corinthians,GOL,0.0,0.0,Fortaleza,mandante,,
600,Da Silva,107251,Goiás,ZAG,0.0,1.7,Atlético-MG,mandante,0.0,
601,Dadá Belmonte,94263,Goiás,ATA,0.0,1.7,Atlético-MG,mandante,0.0,
602,Daniel,96468,Internacional,GOL,0.0,7.0,Avaí,mandante,0.0,
603,Danilo Barcelos,84382,Goiás,LAT,0.0,3.2,Atlético-MG,mandante,0.0,
604,David Luiz,52827,Flamengo,ZAG,0.0,0.0,Palmeiras,mandante,0.0,
605,Diego,101027,Goiás,MEI,0.0,1.2,Atlético-MG,mandante,0.0,
606,Dorival Júnior,40990,Ceará,TEC,0.0,0.0,Bragantino,mandante,,
607,Du Queiroz,113687,Corinthians,MEI,0.0,1.5,Fortaleza,mandante,,
608,Elton,38588,Cuiabá,ATA,0.0,7.9,Atlético-GO,mandante,0.0,
609,Erick,97810,Ceará,ATA,0.0,0.0,Bragantino,mandante,,
610,Everaldo ,91151,América-MG,ATA,0.0,3.8,Athletico-PR,mandante,,
611,Everton,50301,Cuiabá,MEI,0.0,3.5,Atlético-GO,mandante,0.0,
612,Everton Ribeiro,51772,Flamengo,MEI,0.0,3.8,Palmeiras,mandante,0.0,
613,Felipe Azevedo,60825,América-MG,ATA,0.0,3.1,Athletico-PR,mandante,,
614,Felipe Marques,101054,Cuiabá,ATA,0.0,-0.1,Atlético-GO,mandante,0.0,
615,Fellipe Bastos,70116,Goiás,MEI,0.0,0.1,Atlético-MG,mandante,0.0,
616,Filipe Luís,38750,Flamengo,LAT,0.0,0.0,Palmeiras,mandante,0.0,
617,Gabriel,78605,Internacional,MEI,0.0,3.3,Avaí,mandante,0.0,
618,Gabriel,83257,Flamengo,ATA,0.0,0.7,Palmeiras,mandante,0.0,
619,Geovane,105336,Ceará,MEI,0.0,0.0,Bragantino,mandante,,
620,Giovane,117849,Corinthians,ATA,0.0,0.0,Fortaleza,mandante,,
