,clube,xG_mean,xG_total
0,Palmeiras,1.8572172222807655,35.28712722333455
1,Flamengo,1.6472465631821678,31.297684700461176
2,Atlético-MG,1.500194297825872,30.00388595651746
3,Fluminense,1.3985101078763356,27.970202157526714
4,Bragantino,1.386920045615494,27.73840091230989
5,Atlético-GO,1.37278715667381,27.455743133476187
6,Internacional,1.344870623199998,26.897412463999956
7,Santos,1.3031872636944872,26.063745273889722
8,Coritiba,1.291218561120396,25.824371222407933
9,São Paulo,1.2752651369971286,25.505302739942557
10,Fortaleza,1.2564961610553063,25.129923221106136
11,América-MG,1.2170936452687549,24.341872905375116
12,Ceará,1.1331260458213293,22.6625209164266
13,Athletico-PR,1.1271143566066641,22.54228713213327
14,Botafogo,1.1168223570629192,22.336447141258393
15,Goiás,1.0531252583782371,21.062505167564755
16,Avaí,1.048804146198441,20.976082923968836
17,Cuiabá,1.0010063372807723,20.020126745615457
18,Juventude,1.0004221565275697,20.008443130551402
19,Corinthians,0.9554637843138153,19.10927568627628
