,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,27.0,Avaí,Atlético-MG,28.451436469331238,27.49577312115009,46.0047633412789,24.476887237343817,28.015378461277976
1,27.0,Botafogo,Coritiba,49.12162755982907,27.13544388645732,25.78072582253434,31.661129540368307,19.57297935134643
2,27.0,Bragantino,Goiás,55.553585877508944,24.80436845349145,21.561099597858885,31.549570154880907,15.938881666562017
3,27.0,Flamengo,Fluminense,55.101718589091995,23.477829181098624,23.172657095818874,29.939063199449695,14.384992416411041
4,27.0,Ceará,São Paulo,40.61416513157163,29.379024683310206,32.08336311160511,30.26949655870216,25.39538696363511
5,27.0,América-MG,Corinthians,36.22301188340399,31.975695673403333,33.846476869791694,34.41574590703324,32.056351202567484
6,27.0,Juventude,Fortaleza,31.900706843028832,30.606566596133465,39.51006971074177,28.678011431499186,33.63536349698107
7,27.0,Palmeiras,Santos,57.215813676520305,24.35655415633163,20.187460194194287,40.72441948709713,19.10753958034467
8,27.0,Athletico-PR,Cuiabá,49.387784178661406,30.103053498267673,22.47565570256417,43.694642243538546,25.44455475966583
9,27.0,Atlético-GO,Internacional,29.706290022542372,27.716761522972874,44.639008482942764,20.19291417463684,29.91341123830481
