,clube,xP,ranking_xp
0,Palmeiras,37.0,1
1,Flamengo,36.419999999999995,2
2,Atlético-MG,34.75,3
3,Internacional,32.68,4
4,Fluminense,30.610000000000003,5
5,São Paulo,30.16,6
6,Fortaleza,28.410000000000004,7
7,Bragantino,28.200000000000006,8
8,Corinthians,26.44,9
9,América-MG,26.12,10
10,Ceará,24.65,11
11,Botafogo,24.53,12
12,Atlético-GO,24.5,13
13,Santos,23.98,14
14,Cuiabá,23.64,15
15,Coritiba,23.45,16
16,Avaí,20.7,17
17,Athletico-PR,20.2,18
18,Juventude,20.12,19
19,Goiás,15.99,20
