,atleta_id,apelido,ranking
0,83257,Gabriel,1
1,39148,Hulk,2
2,87863,Arrascaeta,3
3,94509,Raphael Veiga,4
4,52827,David Luiz,5
5,102130,Piquerez,6
6,92180,Jair Ventura,7
7,102878,Terans,8
8,101574,Hugo Souza,9
9,97653,Murilo,10
10,90285,Bruno Henrique,11
11,94916,Nacho Fernández,12
12,51772,Everton Ribeiro,13
13,68920,Dudu,14
14,109497,Marcos Leonardo,15
15,63013,Marcos Rocha,16
16,114374,Lucas Pires,17
17,103700,Bruno Méndez,18
18,100079,Zaracho,19
19,107109,Gomes,20
