,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,76.365,1,60.78599999999999,8,81.12666666666667,1
1,Atlético-MG,65.635,2,73.526,2,60.325,2
2,Coritiba,63.23666666666667,3,91.635,1,40.337500000000006,13
3,Flamengo,60.28999999999999,4,71.92666666666666,3,49.1725,7
4,Athletico-PR,56.56166666666667,5,58.015,10,32.562,18
5,Santos,55.14666666666667,6,64.584,5,42.0,10
6,Bragantino,52.78000000000001,7,62.87333333333334,6,42.352500000000006,9
7,Internacional,52.0,8,54.1075,11,40.9375,12
8,Corinthians,51.54,9,60.655,9,50.484,4
9,São Paulo,48.32666666666666,10,65.97250000000001,4,41.4825,11
10,Atlético-GO,46.38666666666666,11,48.16499999999999,14,36.035000000000004,16
11,Botafogo,45.94499999999999,12,49.196666666666665,13,49.986000000000004,5
12,Fluminense,44.728333333333325,13,47.5925,15,53.155,3
13,Avaí,43.36333333333334,14,50.864999999999995,12,38.7525,15
14,Goiás,42.49,15,42.8175,16,32.66,17
15,Cuiabá,40.053333333333335,16,31.4725,18,49.745000000000005,6
16,América-MG,39.693333333333335,17,61.346666666666664,7,28.455999999999996,19
17,Juventude,34.908333333333324,18,34.144999999999996,17,39.137499999999996,14
18,Ceará,34.330000000000005,19,19.059999999999995,20,45.71,8
19,Fortaleza,29.453333333333333,20,31.200000000000003,19,27.816666666666666,20
