,clube,xGA_geral
0,Atlético-MG,0.8891274612906466
1,Flamengo,0.9148487691447356
2,Palmeiras,1.0059441180578101
3,Fluminense,1.1054950846672664
4,Internacional,1.1292791926447827
5,São Paulo,1.1457656062097292
6,Corinthians,1.1559822227192433
7,Fortaleza,1.1901183495531293
8,Cuiabá,1.2230136767473332
9,Bragantino,1.2543774562205838
10,América-MG,1.2989662553210672
11,Ceará,1.305949812322099
12,Atlético-GO,1.3678157578325887
13,Coritiba,1.37866799231479
14,Botafogo,1.3895078196346837
15,Santos,1.3902864358618796
16,Athletico-PR,1.4271426913059517
17,Juventude,1.499689478975517
18,Avaí,1.560546282526537
19,Goiás,1.7424434776584816
