,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Corinthians,69.88600000000001,1,79.53,2,63.45666666666667,1
1,Atlético-MG,66.936,2,71.34333333333335,7,60.325,2
2,Palmeiras,66.02499999999999,3,70.97999999999999,8,51.160000000000004,6
3,Santos,64.78,4,77.05666666666667,5,46.365,10
4,Coritiba,63.84000000000001,5,89.345,1,46.836666666666666,9
5,Bragantino,61.354,6,62.87333333333334,10,59.075,4
6,Flamengo,57.845000000000006,7,73.2,6,42.49,12
7,São Paulo,54.612,8,78.11,3,38.946666666666665,14
8,Internacional,53.95600000000002,9,62.890000000000015,9,48.00000000000001,8
9,Botafogo,53.104000000000006,10,43.85000000000001,14,59.27333333333334,3
10,Avaí,52.472,11,54.47333333333333,12,49.470000000000006,7
11,Cuiabá,49.025999999999996,12,37.475,15,56.72666666666667,5
12,América-MG,48.048,13,77.945,4,28.11666666666667,19
13,Fluminense,46.3,14,49.585,13,44.11000000000001,11
14,Athletico-PR,44.724,15,55.79,11,28.125,18
15,Atlético-GO,37.00599999999999,16,35.783333333333324,17,38.84,15
16,Juventude,36.239999999999995,17,36.32666666666666,16,36.11,17
17,Goiás,35.336,18,31.200000000000003,19,38.093333333333334,16
18,Ceará,32.754999999999995,19,24.654999999999994,20,40.855000000000004,13
19,Fortaleza,29.345,20,32.019999999999996,18,26.669999999999998,20
