,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,1.7142857142857142,0.5714285714285714,0.8888888888888888,1.3333333333333333
2,Botafogo,0.875,1.25,1.0,1.3333333333333333
3,Corinthians,1.0,0.25,1.0,2.0
4,Fluminense,2.111111111111111,1.1111111111111112,0.875,0.75
5,Palmeiras,1.8888888888888888,0.6666666666666666,1.5714285714285714,0.5714285714285714
6,São Paulo,1.75,1.125,0.8888888888888888,1.1111111111111112
7,Santos,1.4444444444444444,0.8888888888888888,0.875,0.875
8,Bragantino,1.6666666666666667,0.8888888888888888,1.375,1.375
9,Atlético-MG,1.5555555555555556,0.8888888888888888,1.25,1.125
10,Internacional,1.75,1.0,1.0,0.7777777777777778
11,Juventude,0.5555555555555556,1.4444444444444444,1.0,1.75
12,Goiás,1.25,1.0,0.6666666666666666,1.2222222222222223
13,Athletico-PR,1.25,0.875,1.0,1.1111111111111112
14,Coritiba,1.4444444444444444,1.0,0.875,2.125
15,Avaí,1.6666666666666667,1.3333333333333333,0.5,1.875
16,América-MG,1.125,1.0,0.3333333333333333,1.4444444444444444
17,Ceará,1.125,1.25,1.0,0.8888888888888888
18,Fortaleza,0.4444444444444444,0.6666666666666666,1.25,1.75
19,Atlético-GO,1.1111111111111112,0.8888888888888888,0.75,1.625
20,Cuiabá,0.75,0.5,0.7777777777777778,1.4444444444444444
