,clube,P
0,Palmeiras,73.70724088933892
1,Corinthians,63.823423288463935
2,Athletico-PR,59.39001731319513
3,Atlético-MG,59.30202564555251
4,Internacional,57.93541620289026
5,Flamengo,57.48116581948373
6,Fluminense,56.908110187116264
7,Santos,54.381852080565885
8,São Paulo,54.202495504457175
9,Bragantino,54.05630921669397
10,Ceará,48.35899644429125
11,Botafogo,45.568036566539874
12,Goiás,45.556588097768234
13,Fortaleza,41.989690189836175
14,Coritiba,41.18706715291999
15,Atlético-GO,40.55302710666836
16,Avaí,38.90498757955859
17,Cuiabá,38.25144117515272
18,América-MG,34.45271400421071
19,Juventude,33.75615882261393
