,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.1126696506207727,0.7649129039051344,1.328071722144513,1.1357833781438154
2,Botafogo,1.1297669481299224,1.2797970220445747,1.21848020092104,1.583689138178454
3,Corinthians,1.4571918474142487,1.0970605803856581,0.9848022268128707,1.246903764034947
4,Fluminense,1.7008845233772698,0.9513867776212461,0.9450369713356991,1.2581449834973828
5,Palmeiras,2.0179484221832817,0.8665276150211232,1.4454977703872225,1.1011190520699639
6,São Paulo,1.4467084953938452,1.028580914517711,1.2617429268471585,1.3683672511889553
7,Santos,1.5328518353041851,1.5311827583432172,1.073887192558749,1.4448612661195517
8,Bragantino,1.4518161162816636,1.0033644343116612,1.1462331933014156,1.550165960398807
9,Atlético-MG,1.6091420127940441,0.7585571598610972,1.3559410239053116,1.0110211451436413
10,Internacional,1.6148100225457767,1.0254678341742711,1.3274249099759101,1.206612406835412
11,Juventude,1.459198244143089,1.1087704831698277,0.6744392789414256,1.962134350509332
12,Goiás,1.0641992432653868,1.6713344007179018,0.9199112300390635,1.8787991638297548
13,Athletico-PR,1.3090875213325617,1.3496487671741024,0.958842193794295,1.5229919417974864
14,Coritiba,1.2879650448600006,1.0755374254897057,1.255444955957178,1.8483846017901338
15,Avaí,1.2561072670847468,1.2145804513949208,0.8860245846308458,1.8473127300382413
16,América-MG,1.5804129441962733,1.0299313953401399,1.1961782049850405,1.6957269595782356
17,Ceará,1.1637100024618552,1.209388889560411,1.121300216657916,1.4222349771547305
18,Fortaleza,1.560518059275659,0.9442690613142689,1.018100460461852,1.3960773353154976
19,Atlético-GO,1.624214786286403,1.2387618580836317,1.2275812343683148,1.5942292363950008
20,Cuiabá,1.251486659932253,1.0002919723965926,0.8742157341671526,1.4495625060998567
