,clube,P
0,Palmeiras,73.20482540150603
1,Corinthians,63.29158661412813
2,Fluminense,58.10997124243379
3,Athletico-PR,57.297072836445224
4,Atlético-MG,56.577282874711514
5,Flamengo,56.293106958656274
6,Internacional,55.416189937034645
7,Santos,52.851718918544776
8,Bragantino,52.604443231696735
9,São Paulo,51.74822959035753
10,Ceará,46.33094515155618
11,Botafogo,45.52464683998414
12,Goiás,44.443249681771036
13,Coritiba,41.913939496127334
14,Fortaleza,40.64762975901999
15,Avaí,38.749366326734226
16,Atlético-GO,38.73266057025741
17,Cuiabá,37.15405214347744
18,América-MG,35.98932882939633
19,Juventude,35.777685931112735
