,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,63.92499999999999,1,127.84999999999998,1,0.0,19
1,Internacional,51.27333333333334,2,39.05500000000001,9,75.71000000000001,2
2,Santos,43.02,3,51.875,5,25.309999999999995,14
3,Coritiba,42.25666666666667,4,72.44,2,27.165000000000006,10
4,Bragantino,41.6,5,23.999999999999996,15,76.80000000000001,1
5,Cuiabá,41.163333333333334,6,26.455000000000002,14,70.58,3
6,Atlético-MG,39.526666666666664,7,64.58,3,27.0,11
7,Avaí,37.306666666666665,8,53.55999999999999,4,29.18,9
8,América-MG,36.693333333333335,9,39.165000000000006,8,31.75,7
9,Athletico-PR,34.623333333333335,10,34.635,11,34.6,5
10,Atlético-GO,32.14666666666667,11,36.0,10,30.220000000000002,8
11,São Paulo,30.873333333333335,12,42.0,7,25.310000000000002,13
12,Corinthians,30.183333333333326,13,31.854999999999997,12,26.839999999999996,12
13,Botafogo,24.25333333333333,14,42.65,6,15.055,17
14,Goiás,23.27333333333333,15,14.564999999999998,18,40.69,4
15,Fluminense,22.58333333333333,16,23.349999999999994,16,22.199999999999996,15
16,Juventude,19.38,17,27.27,13,15.434999999999997,16
17,Flamengo,17.125,18,0.0,19,34.25,6
18,Ceará,14.619999999999997,19,14.619999999999997,17,0.0,19
19,Fortaleza,13.69,20,0.0,19,13.69,18
